'a'a'a 啊啊啊
'yi'lu'ku'sheng 一路哭声
'yi'lu'mei'hua 驿路梅花
'yi'lun 伊伦
'yi'lun'fen'cuo 议论纷错
'yi'lun'fen'fen 议论纷纷
'yi'lun'feng'fa 议论风发
'yi'lun'feng'qi 议论蜂起
'yi'lun'feng'sheng 议论风生
'yi'lun'fen'yun 议论纷纭
'yi'lun'ying'fa 议论英发
'yi'lun'you'du 彝伦攸斁
'yi'lun'yue'deng 轶伦越等
'yi'luo'chuan'fang 伊洛传芳
'yi'luo'man'xi'si 伊洛曼希斯
'yi'luo'qian'zhang 一落千丈
'yi'luo'shi'shi 遗落世事
'yi'luo'zhi'xue 伊洛之学
'yi'lu'ping'an 一路平安
'yi'lu'shen'qi 一路神祇
'yi'lu'shi'lu 衣禄食禄
'yi'lu'shun'feng 一路顺风
'yi'lu'tong'gui 异路同归
'yi'lu'wang'qie 倚闾望切
'yi'lu'wei'ma 以鹿为马
'yi'lu'xi'ya 伊露希亚
'yi'lu'yu 忆鲈鱼
'yi'lu'zhi'ku 一路之哭
'yi'lu'zhi'sai 倚闾之思
'yi'lu'zhi'wang 倚庐之望
'yi'lu'zhi'wang 倚闾之望
'yi'lv 伊吕
'yi'lv'bu'gua 一缕不挂
'yi'lv'guai'pi 意虑乖僻
'yi'lv'qian'pian 一律千篇
'yi'lv'yi'ying 以吕易嬴
'yi'ma 倚马
'yi'ma 译码
'yi'ma'bu'bei'liang'an 一马不鞁两鞍
'yi'ma'bu'bei'liang'an 一马不鞴两鞍
'yi'ma'bu'bei'shuang'an 一马不鞴双鞍
'yi'ma'bu'kua'liang'an 一马不跨两鞍
'yi'ma'bu'kua'shuang'an 一马不跨双鞍
'yi'ma'chang'cai 倚马长才
'yi'ma'dang'xian 一马当先
'yi'ma'gui'yi'ma 一码归一码
'yi'mai 逸迈
'yi'mai'er'da 伊迈尔达
'yi'mai'qin'cheng 一脉亲承
'yi'mai'tian'zhen 一脉天真
'yi'mai'tong'qi 一脉同气
'yi'mai'xiang'cheng 一脉相承
'yi'mai'xiang'chuan 一脉相传
'yi'mai'xiang'tong 一脉相通
'yi'mai'xiang'yan 一脉香烟
'yi'ma'ke'dai 倚马可待
'yi'ma'li'cheng 倚马立成
'yi'mang'bian'se 以盲辨色
'yi'man'zhi'de 意满志得
'yi'mao'bu'ba 一毛不拔
'yi'mao'pian'jia 一毛片甲
'yi'mao'qing'cheng 一貌倾城
'yi'mao'qu'ren 以貌取人
'yi'mao'san'ji 一茅三脊
'yi'mao'tang'tang 一貌堂堂
'yi'mao'tun'hai 一毛吞海
'yi'mao'xiang'ma 以毛相马
'yi'ma'ping'chuan 一马平川
'yi'ma'qi 译码器
'yi'ma'qian'yan 倚马千言
'yi'ma'qing'fei 衣马轻肥
'yi'ma'qi'zhi 倚马七纸
'yi'ma'wan'yan 倚马万言
'yi'ma'xin'yuan 意马心猿
'yi'ma'yi'an 一马一鞍
'yi'ma'zhi'cai 倚马之才
'yi'mei'yi'e 溢美溢恶
'yi'mei'zhi'ci 溢美之词
'yi'mei'zhi'ci 溢美之辞
'yi'mei'zhi'yan 溢美之言
'yi'mei'zhi'yu 溢美之语
'yi'men 夷门
'yi'men'bai'hu 一门百笏
'yi'men'bai'zhi 一门百指
'yi'men'bang'hu 倚门傍户
'yi'men'bang'hu 依门傍户
'yi'men'er'wang 倚门而望
'yi'meng'hua'xu 一梦华胥
'yi'meng'ru'shi 一梦如是
'yi'men'kou'zi 一门口子
'yi'men'kui'hu 倚门窥户
'yi'men'mai'qiao 倚门卖俏
'yi'men'mai'xiao 依门卖笑
'yi'men'mai'xiao 倚门卖笑
'yi'men'qian'zhi 一门千指
'yi'men'shen'ru 一门深入
'yi'men'shi'huan 一门仕宦
'yi'men'tong'qi 一门同气
'yi'men'xian'xiao 倚门献笑
'yi'men'xin'si 一门心思
'yi'men'yi'lv 倚门倚闾
'yi'men'zhi'wang 倚门之望
'yi'mian'er'li 一面儿理
'yi'mian'qu'qin 一面驱禽
'yi'mian'ru'jiu 一面如旧
'yi'mian'xu'ci 一面虚词
'yi'mian'zhi'ci 一面之辞
'yi'mian'zhi'ci 一面之词
'yi'mian'zhi'jiao 一面之交
'yi'mian'zhi'jiu 一面之旧
'yi'mian'zhi'kuan 一面之款
'yi'mian'zhi'rong 一面之荣
'yi'mian'zhi'shi 一面之识
'yi'mian'zhi'shuo 一面之说
'yi'mian'zhi'ya 一面之雅
'yi'mian'zhi'yuan 一面之缘
'yi'miao 疫苗
'yi'miao'yin 易妙音
'yi'min'bing'cun 移民并村
'yi'ming 一鸣
'yi'ming'bu'shi 一暝不视
'yi'ming'bu'shi 一瞑不视
'yi'ming'bu'wen 一名不文
'yi'ming'gui'xi 一命归西
'yi'ming'gui'yin 一命归阴
'yi'ming'jing'ren 一鸣惊人
'yi'ming'ming'hu 一命鸣呼
'yi'ming'qu'shi 以名取士
'yi'ming'tong'shi 异名同实
'yi'ming'wang'ba 一铭网吧
'yi'ming'wu'hu 一命呜呼
'yi'ming'zhi'rong 一命之荣
'yi'min'tong'su 一民同俗
'yi'min'zhe'hu'tui 移民者护腿
'yi'mo 抑末
'yi'mo'dao'di 一抹到底
'yi'mo'er'yang 一模二样
'yi'mo'fan'gu 义无返顾
'yi'mo'hua'yang 依模画样
'yi'mo'pi'feng 翼膜披风
'yi'mo'ru'lei 一默如雷
'yi'mo'ta'er 伊莫塔尔
'yi'mo'ta'er'zhi'yan 伊莫塔尔之眼
'yi'mo'ta'er'zhi'zuo 伊莫塔尔之座
'yi'mou'wei'ben 以谋为本
'yi'mo'xiang'ru 以沫相濡
'yi'mo'xuan'zhong 义无旋踵
'yi'mo'yi'yang 一模一样
'yi'mo'zhao'yang 依模照样
'yi'mu'bei'er'jing'hua 伊姆贝尔精华
'yi'mu'bei'er'zhi'yan 伊姆贝尔之焰
'yi'mu'ji'le 一目即了
'yi'mu'jin'tian'ya 一目尽天涯
'yi'mu'la'tu'si 伊姆拉图斯
'yi'mu'liao'ran 一目了然
'yi'mu'nan'fu 一木难扶
'yi'mu'nan'zhi 一木难支
'yi'mu'po'tian 一木破天
'yi'mu'qi'hua 异木奇花
'yi'mu'san'wo'fa 一沐三握发
'yi'mu'san'wo'fa 一沐三渥发
'yi'mu'san'zhuo'fa 一沐三捉发
'yi'mu'shi'hang 一目十行
'yi'mu'shu'hang 一目数行
'yi'mu'wu'hang 一目五行
'yi'mu'zhi'luo 一目之罗
'yi'mu'zhi'qi 一木之枝
'yi'mu'zhi'shi 一目之士
'yin 堙
'yi'nan'ban'nv 一男半女
'yin'an'cao 阴暗草
'yi'nang 一囊
'yi'nang'pin 一囊贫
'yi'nan'za'zheng 疑难杂症
'yi'nao 医闹
'yin'bai'wei'cheng 因败为成
'yin'bang 银棒
'yin'bao 银豹
'yin'bao 音爆
'yin'ba'zi 印把子
'yin'bei 银背
'yin'bei'yu'hua 银杯羽化
'yin'bi 隐蔽
'yin'bian'zhi'yi 因变制宜
'yin'bi'de'kong'zhi'tai 隐蔽的控制台
'yin'bing 饮冰
'yin'bing'jiu'gua 因陃就寡
'yin'bing'nei're 饮冰内热
'yin'bing'ru'bo 饮冰茹檗
'yin'bing'ru'nie 饮冰茹蘖
'yin'bing'shi'bo 饮冰食檗
'yin'bing'shi'nie 饮冰食蘖
'yin'bing'tun'bo 饮冰吞檗
'yin'bi'xin'dao 隐蔽信道
'yin'bo'yao'dao 银波妖刀
'yin'cai'shi'jiao 因材施教
'yin'cang 隐藏
'yin'cang'de'bao'wu 隐藏的宝物
'yin'cang'mian'xiao'chu 隐藏面消除
'yin'cang'wen'jian 隐藏文件
'yin'cang'xian'xiao'chu 隐藏线消除
'yin'can'yang'shu 阴惨阳舒
'yin'cao'di'fu 阴曹地府
'yin'chan 银铲
'yin'chao'zhi'ai 尹绰之爱
'yin'cha'yang'cuo 阴差阳错
'yin'che'mai'jiang 引车卖浆
'yin'chen'de'li'ya'sen 阴沉的利亚森
'yin'chi'mao'liang 寅吃卯粮
'yin'chong'zhi'yuan 引重致远
'yin'chuan'jiu'an 引船就岸
'yin'chu'mei 银触媒
'yin'chun'zi'zui 饮醇自醉
'yin'ci'hui'yu 淫词秽语
'yin'ci'hui'yu 淫辞秽语
'yin'ci'xie'shuo 淫辞邪说
'yin'ci'xie'yu 淫词媟语
'yin'ci'xie'yu 淫词亵语
'yin'ci'yan'qu 淫词艳曲
'yin'ci'yan'yu 淫词艳语
'yin'cuo 隐错
'yin'cuo'sa'bo 隐错撒播
'yin'cuo'yang'cha 阴错阳差
'yin'cuo'yang'luan 阴错阳乱
'yin'dan 饮胆
'yin'dan'chang'xie 饮胆尝血
'yin'dan'er'wang 饮弹而亡
'yin'dan'jian'ren 饮啖兼人
'yin'dan'jian'ren 饮噉兼人
'yin'dan'shi'lin 阴丹士林
'yin'dan'zui'bao 饮啖醉饱
'yin'dan'zui'bao 饮噉醉饱
'yin'dao'cheng'xu 引导程序
'yin'dao'ge'bi 引刀割鼻
'yin'dao'kou'ling 引导口令
'yin'dao'ru'ta 引盗入闼
'yin'dao'xing'fa'shu 引导型法术
'yin'dao'zhe'hu'tui 引导者护腿
'yin'dao'zhuang'ru'cheng'xu 引导装入程序
'yin'di'qu'liang 因敌取粮
'yin'di'qu'sheng 因敌取胜
'yin'di'qu'zi 因敌取资
'yin'di'wei'zi 因敌为资
'yin'di'zhi'sheng 因敌制胜
'yin'di'zhi'yi 因地制宜
'yin'dou'zeng'lao 引脰增劳
'yin'duan'tui'chang 引短推长
'yin'du'shang'liu 饮犊上流
'yin'e'chi'cha 喑噁叱咤
'yin'e'chi'zha 喑恶叱咤
'yi'neng'fu'zhou 亦能覆舟
'yi'neng'wen'yu'bu'neng 以能问于不能
'yin'er'bu'fa 引而不发
'yin'er'shen'zhi 引而申之
'yin'er'shen'zhi 引而伸之
'yin'e'yang'mei 隐恶扬美
'yin'e'yang'shan 隐恶扬善
'yin'fan'da'shi 引饭大师
'yin'fei 淫费
'yin'feng 银风
'yin'feng'bi'nan'suo 银风避难所
'yin'feng'can'lou 饮风餐露
'yin'feng'chui'huo 引风吹火
'yin'feng'chui'huo 因风吹火
'yin'feng'nong'yue 吟风弄月
'yin'feng'yong'yue 吟风咏月
'yin'fu'nu'si'da'shi 因弗努斯大使
'yin'fu'wei'xing 阴服微行
'ying'ba'jue'lun 颖拔绝伦
'ying'bang 硬帮
'ying'ba'zhi'mu 盈把之木
'ying'ben'rui'ji 蝇奔蚋集
'ying'bian'guo'cheng 应变过程
'ying'bian'jiang'lue 应变将略
'ying'bian'ji'hua 应变计划
'ying'bian'sui'ji 应变随机
'ying'bian'wu'fang 应变无方
'ying'bian'wu'qiong 应变无穷
'ying'bing 婴病
'ying'bing'yu'yao 应病与药
'ying'bin'yi'lao 颍滨遗老
'ying'bin'yi'lao 潁滨遗老
'ying'bi'yao'yan 鹰鼻鹞眼
'ying'bu'ke'jiu 盈不可久
'ying'bu'li'deng 影不离灯
'ying'cai'da'lue 英才大略
'ying'cai'gai'shi 英才盖世
'ying'cai'yan'du 莺猜燕妒
'ying'chang 郢唱
'ying'chang're'du 萦肠惹肚
'ying'chang'you 应昌佑
'ying'chan'xing'zhi 影单形只
'ying'chao'shan 鹰巢山
'ying'chao'shan'cheng'zhen'zhong'xin 鹰巢山城镇中心
'ying'chao'yan'lei 莺巢燕垒
'ying'che'jia'sui 盈车嘉穗
'ying'che'jia'sui 盈车嘉穟
'ying'chen 应陈
'ying'cheng'gu'shou 婴城固守
'ying'cheng'men'mian 硬撑门面
'ying'cheng'pian 郢城篇
'ying'cheng'zi'bao 婴城自保
'ying'cheng'zi'shou 婴城自守
'ying'che'zhi'yu 盈车之鱼
'ying'chi'zhi'di 盈尺之地
'ying'chou'yan'lv 莺俦燕侣
'ying'chuan'ba'long 颍川八龙
'ying'chuang 萤窗
'ying'chuang'xue'an 萤窗雪案
'ying'chuang'zhi'yi 盈创之翼
'ying'chuang'zhi'yu 盈创之羽
'ying'chuan'si'chang 潁川四长
'ying'chuan'si'chang 颍川四长
'ying'chun'huang'pan 迎春黄胖
'ying'chun'jie'fu 迎春接福
'ying'chun'na'fu 迎春纳福
'ying'ci'pan 硬磁盘
'ying'ci'pi'jia 硬刺皮甲
'ying'ci'zhi'gong 硬刺之弓
'ying'cong'yun'ji 影从云集
'ying'cuan'yi'fu 蝇攒蚁附
'ying'cuan'yi'ju 蝇攒蚁聚
'ying'cun'he'shi'ci'dai 英寸盒式磁带
'ying'cuo'ting'ji 鹰撮霆击
'ying'cuo'wu 硬错误
'ying'cu'yi'fu 蝇趋蚁附
'ying'da 应答
'ying'dai'quan'cheng 萦带全城
'ying'dai'wei'yuan 萦带为垣
'ying'dai'wei'yuan 萦带爲垣
'ying'da'ru'liu 应答如流
'ying'da'ru'xiang 应答如响
'ying'da'ru'zhu 应答如注
'ying'deng'xue'wu 萤灯雪屋
'ying'di 营地
'ying'dian'yan'kuang 莺颠燕狂
'ying'die 影碟
'ying'dong 盈动
'ying'duan'gong 硬短弓
'ying'dui'bu'qiong 应对不穷
'ying'dui'ru'liu 应对如流
'ying'dui'ru'xiang 应对如响
'ying'dun 影遁
'ying'dun'xiang'lian 影遁项链
'yin'ge 因格
'ying'er'chao 婴儿潮
'yin'ge'sun'yi 因革损益
'ying'fei'cao'zhang 莺飞草长
'ying'fei'yan'wu 莺飞燕舞
'ying'fei'yi'ju 蝇飞蚁聚
'ying'fei'yu'yue 鹰飞鱼跃
'ying'fen'dian'yu 蝇粪点玉
'ying'feng 鹰风
'ying'feng'dai'yue 迎风待月
'ying'feng'liang'jie 英风亮节
'ying'feng'mao'xue 迎风冒雪
'ying'feng'pi'mi 应风披靡
'ying'feng'tu'yan 迎风吐艳
'ying'feng'zhao'zhan 迎风招展
'ying'fu 鹰斧
'ying'fu'ji'wei 蝇附骥尾
'ying'fu'ji'wei'er'zhi'qian'li 蝇附骥尾而致千里
'ying'fu'shu 影肤术
'ying'fu'yu'ru 应付裕如
'ying'fu'zi'ru 应付自如
'ying'ge 郢歌
'ying'ge 影歌
'ying'ge'de'bei'shang 影歌的悲伤
'ying'ge'die'wu 莺歌蝶舞
'ying'gen'fa'zhang 硬根法杖
'ying'ge'shen'dian 影歌神殿
'ying'ge'yan'wu 莺歌燕舞
'ying'ge'yan'yu 莺歌燕语
'ying'ge'zi'yu 影歌紫玉
'ying'gou'zong'tong 鹰狗总统
'ying'gu 硬骨
'ying'guang 荧光
'ying'guang'shu'ma'guan 荧光数码管
'ying'gui'dao'ju 应规蹈矩
'ying'gui'yan'ge 莺闺燕阁
'ying'guo'ji 迎郭伋
'ying'gu'zhang 硬故障
'ying'hai'xiang'zhen 影骇响震
'ying'hua 英华
'ying'hua'cao 樱花草
'ying'hua'gang'zhi'zhan'chui 硬化钢质战锤
'ying'hua'jing'jin 硬化精金
'ying'hua'jing'jin'guan 硬化精金管
'ying'hua'pi'fu 硬化皮肤
'ying'hua'wai'fa 英华外发
'ying'hua'wai'pi 硬化外皮
'ying'hua'wei'jiu 鹰化为鸠
'ying'hua'xie'ke'hu'jian 硬化蝎壳护肩
'ying'hua'xie'ke'hu'tui 硬化蝎壳护腿
'ying'hua'xie'ke'hu'wan 硬化蝎壳护腕
'ying'hua'xie'ke'shou'tao 硬化蝎壳手套
'ying'hua'xie'ke'tou'kui 硬化蝎壳头盔
'ying'hua'xie'ke'xiong'jia 硬化蝎壳胸甲
'ying'hua'xie'ke'zhan'xue 硬化蝎壳战靴
'ying'hui 营回
'ying'hun'lie'mo 影魂劣魔
'ying'huo'wan'hui 营火晚会
'ying'ji 影击
'ying'jia'fu 硬甲符
'ying'jia'fu'chu'ji 硬甲符初级
'ying'jia'mao'pi 硬甲毛皮
'ying'jian 硬件
'ying'jian'an'quan 硬件安全
'ying'jian'ce'shi 硬件测试
'ying'jian'duo'xian'cheng 硬件多线程
'ying'jiang 郢匠
'ying'jiang'hui'jin 郢匠挥斤
'ying'jiang'jin 郢匠斤
'ying'jian'gu'zhang 硬件故障
'ying'jian'jian'kong'qi 硬件监控器
'ying'jian'jian'yan 硬件检验
'ying'jian'mai'qiao 迎奸卖俏
'ying'jian'mai'qiao 嬴奸买俏
'ying'jian'mai'qiao 赢奸卖俏
'ying'jian'miao'shu'yu'yan 硬件描述语言
'ying'ji'an'niu 应急按钮
'ying'jian'pei'zhi'xiang 硬件配置项
'ying'jian'ping'tai 硬件平台
'ying'jian'rong'yu 硬件冗余
'ying'jian'rong'yu'jian'yan 硬件冗余检验
'ying'jian'she'ji'yu'yan 硬件设计语言
'ying'jian'yan'zheng 硬件验证
'ying'jian'zi'yuan 硬件资源
'ying'jiao 鹰角
'ying'jiao'chang'gong 鹰角长弓
'ying'jiao'shu'dai 硬角束带
'ying'jia'pi 硬甲皮
'ying'jia'xie 硬甲蝎
'ying'jia'yu'pian 硬甲玉片
'ying'ji'bei'yong'she'bei 应急备用设备
'ying'ji'chang'kong 鹰击长空
'ying'jie'bu'huang 应接不遑
'ying'jie'bu'xia 应接不暇
'ying'jie'he'pai 应节合拍
'ying'ji'er'sheng 应际而生
'ying'jie'ru'xiang 应接如响
'ying'jie'wu'xia 应接无暇
'ying'ji'gong 鹰击弓
'ying'ji'ji'hua 应急计划
'ying'ji'li'duan 应机立断
'ying'ji'mao'zhi 鹰击毛挚
'ying'jin 郢斤
'ying'jing'jin'ding 硬精金锭
'ying'jin'yi'jing 赢金一经
'ying'ji'quan'bian 应机权变
'ying'ji'tuo'fu 籯齎橐负
'ying'ji'tuo'fu 籯赍橐负
'ying'ji'wei'xiu 应急维修
'ying'ji'wu'duan 影迹无端
'ying'ji'yan'yao 莺期燕约
'ying'ji'yi'fu 蝇集蚁附
'ying'ji'zhuan'chu 应急转储
'ying'jun'hao'jie 英俊豪杰
'ying'ke 郢客
'ying'ke'ci 郢客词
'ying'ke'hou'jin 盈科后进
'ying'kui 鹰盔
'ying'lai'ruan'jie 硬来软接
'ying'lai'song'wang 迎来送往
'ying'lang 硬朗
'ying'lang'rou 硬狼肉
'ying'liang'jing'cong 赢粮景从
'ying'lian'xian'kong'zhi 硬联线控制
'ying'lian'xian'luo'ji 硬连线逻辑
'ying'lin 撄鳞
'ying'lin 婴鳞
'ying'lin 影林
'ying'lin'e'shi 鹰瞵鹗视
'ying'lin'hu'jue 鹰瞵虎攫
'ying'lin'huo'zui 婴鳞获罪
'ying'lin'hu'shi 鹰瞵虎视
'ying'liu 应刘
'ying'liu 硬瘤
'ying'li'wo'ming 蝇利蜗名
'ying'long 应龙
'ying'long'gu 应龙谷
'ying'long'tui'jia 应龙腿甲
'ying'long'xiu'jia 应龙袖甲
'ying'long'xue 应龙靴
'ying'long'zhan'jia 应龙战甲
'ying'lu'shou'tu 膺籙受图
'ying'lu'shou'tu 膺箓受图
'ying'lu'shou'tu 应箓受图
'ying'man'zhi'jiu 盈满之咎
'ying'mao 迎猫
'ying'mao 影矛
'ying'men 膺门
'ying'men'kan'zi 硬门槛子
'ying'men'qing'dao 迎门请盗
'ying'mie'ji'jue 影灭迹绝
'ying'ming 鹦鸣
'ying'ming'dian'mao 应名点卯
'ying'ming'guo'duan 英明果断
'ying'ming'qiu'sheng 嘤鸣求声
'ying'ming'qiu'you 嘤鸣求友
'ying'ming'qiu'you'sheng 嘤鸣求友声
'ying'ming'shen'wu 英明神武
'ying'ming'wo'li 蝇名蜗利
'ying'mu'pi'feng 影木披风
'ying'nan'er'shang 迎难而上
'ying'na'yan'que 鹰拿燕雀
'ying'na'yan'zhuo 鹰拿雁捉
'ying'nian'zao'shi 英年早逝
'ying'ni'ge 英尼戈
'ying'nv 嬴女
'yin'gong'hang'si 因公行私
'yin'gong'jia'si 因公假私
'yin'gong'xie'xie 寅恭谐协
'yin'gou'chai'wei 银钩虿尾
'yin'gou'ren 银钩刃
'yin'gou'ru'zhai 引狗入寨
'yin'gou'tie'hua 银钩铁画
'yin'gou'yu'tuo 银钩玉唾
'ying'pai'ren'wu 鹰派人物
'ying'pan 硬盘
'ying'pan'qu'dong'qi 硬盘驱动器
'ying'peng'yan'you 莺朋燕友
'ying'pi 硬皮
'ying'pian'lei'du 盈篇累牍
'ying'pi'kong'shou 硬皮恐兽
'ying'pi'shou'tao 影皮手套
'ying'qian 莺迁
'ying'qian'lei'bai 盈千累百
'ying'qian'lei'wan 盈千累万
'ying'qian'zhi'xi 莺迁之喜
'ying'qiao 硬壳
'ying'qiao'chao'xing'xie 硬壳潮行蟹
'ying'qiao'hai'lang'xie 硬壳海浪蟹
'ying'qi'bi 蝇栖笔
'ying'qi'ming'yi 嘤其鸣矣
'ying'qi'ming'yi'qiu'qi'you'sheng 嘤其鸣矣求其友声
'ying'qu 郢曲
'ying'qu 影区
'ying'quan'sai'tu 鹰犬塞途
'ying'quan'tong'bian 应权通变
'ying'quan'zhi'cai 鹰犬之才
'ying'quan'zhi'ren 鹰犬之任
'ying'quan'zhi'yong 鹰犬之用
'ying'qu'gu'wang 鹰觑鹘望
'ying'qu'wen 郢曲文
'ying'ren 影刃
'ying'ren'bing'jie 迎刃冰解
'ying'ren'er'jie 应刃而解
'ying'ren'er'jie 迎刃而解
'ying'ren'er'li 迎刃而理
'ying'ren'er'pan 迎刃而判
'ying'ren'jin'fu 郢人斤斧
'ying'ren'jin'zhuo 郢人斤斫
'ying'ren'jin'zhuo 郢人斤斲
'ying'ren'li'jie 迎刃立解
'ying'ren'yi'jie 迎刃以解
'ying'ren'yun'fu 郢人运斧
'ying'ren'zhuo'e 郢人斫垩
'ying'ren'zhuo'e 郢人斵垩
'ying'ri'tui'ce 迎日推筴
'ying'rui'zhi'tu 缨緌之徒
'ying'ruo 赢弱
'ying'shang'qu 郢上曲
'ying'shan'qu'ge'shi 硬扇区格式
'ying'she 映射
'ying'she'cheng'xu 映射程序
'ying'she'di'zhi 映射地址
'ying'she'fang'shi 映射方式
'ying'she'han'shu 映射函数
'ying'sheng 郢声
'ying'sheng'chong 应声虫
'ying'sheng'er'xia 应声而下
'ying'sheng'mao'shi 英声茂实
'ying'sheng'qi'ren 英声欺人
'ying'sheng'wa'zao 蝇声蛙噪
'ying'sheng'wa'zao 蝇声蛙躁
'ying'sheng'yan'yu 莺声燕语
'ying'sheng'ying'qi 硬声硬气
'ying'sheng'yin'qiao 蝇声蚓窍
'ying'shen'ren 鹰身人
'ying'shen'ren'zhi'zhao 鹰身人之爪
'ying'shen'sai'hui 迎神赛会
'ying'shi 影石
'ying'shi'dui'jing 应时对景
'ying'shi'er'sheng 应时而生
'ying'shi'hu'bu 鹰视虎步
'ying'shi'lang'bu 鹰视狼步
'ying'shi'lang'gu 鹰视狼顾
'ying'shi'zhi'huan 硬石指环
'ying'shi'zhi'ji 应时之技
'ying'shu'nang'jian 籯书囊剑
'ying'shu'yan'shuo 郢书燕说
'ying'shu'yan'yue 郢书燕悦
'ying'si'wang'li 营私罔利
'ying'si'wu'bi 营私舞弊
'ying'si'zhi'dang 营私植党
'ying'si'zuo'bi 营私作弊
'ying'sui'bu'xie 迎随补泻
'ying'sui'ji'wei 蝇随骥尾
'ying'su'juan'shu 盈缩卷舒
'ying'sun'fei'xiang 鹰隼飞翔
'ying'sun'nian'guang 樱笋年光
'ying'suo'lang'gu 鹰睃狼顾
'ying'tai 盈泰
'ying'tao'yan 樱桃宴
'ying'te'mai'wang 英特迈往
'ying'ti 影蹄
'ying'ti 硬蹄
'ying'tian 樱田
'ying'tian 盈天
'ying'tian'cheng'yun 应天承运
'ying'tian'cong'min 应天从民
'ying'tian'cong'ren 应天从人
'ying'tian'cong'wu 应天从物
'ying'tian'jie 盈天戒
'ying'tian'san'jue 应天三絶
'ying'tian'san'jue 应天三绝
'ying'tian'shou'ming 应天授命
'ying'tian'shou'ming 应天受命
'ying'tian'shun'min 应天顺民
'ying'tian'shun'ren 应天顺人
'ying'tian'shun'shi 应天顺时
'ying'tian'shu'yuan 应天书院
'ying'tie'chui 硬铁锤
'ying'tie'duan'jian 硬铁短剑
'ying'ting'ji 硬停机
'ying'ti'niao'zhuan 莺啼鸟啭
'ying'ti'yan'yu 莺啼燕语
'ying'tong'guan 映彤冠
'ying'tou'gan'shang 迎头赶上
'ying'tou'gan'shang 迎头趕上
'ying'tou'kai'shu 蝇头楷书
'ying'tou'qiao'nao 鹰头雀脑
'ying'tou'tong'ji 迎头痛击
'ying'tou'wei'li 蝇头微利
'ying'tou'wo'jiao 蝇头蜗角
'ying'tou'xiao'kai 蝇头小楷
'ying'tou'xiao'li 蝇头小利
'ying'tou'xiao'zi 蝇头小字
'ying'tou'xi'shu 蝇头细书
'ying'tou'xi'zi 蝇头细字
'ying'tou'zhi'ying 鹰头之蝇
'ying'tuo'er'chu 颖脱而出
'ying'tu'shou'lu 应图受箓
'ying'tu'shou'lu 膺图受箓
'yin'gu 因故
'yin'gui 音轨
'yin'gui'shang'men 引鬼上门
'yin'gu'jian'shan 堙谷堑山
'yin'guo'bao'ying 因果报应
'yin'guo'bu'shuang 因果不爽
'yin'guo'fen'xi'xi'tong 因果分析系统
'yin'guo'luo'ji 因果逻辑
'yin'guo'tu 因果图
'yin'guo'tui'li 因果推理
'yin'guo'xiao'xi'ri'zhi 因果消息日志
'yin'guo'xing 因果性
'yin'guo'zi'ze 引过自责
'yin'gu'qi'qiu 饮谷栖丘
'yin'gu'sheng'jin 引古绳今
'yin'gu'yu'jin 引古喻今
'yin'gu'zheng'jin 引古证今
'ying'wen'suo'xie'ci 英文缩写词
'ying'wu'hu'mu'jing 鹦鹉护目镜
'ying'wu'jue'lun 颖悟绝伦
'ying'wu'jue'ren 颖悟绝人
'ying'wu'nai'yan 鹦鹉能言
'ying'wu'xue'she 鹦鹉学舌
'ying'wu'xue'yu 鹦鹉学语
'ying'xi 影袭
'ying'xia'gan 硬下疳
'ying'xian'er'dao 应弦而倒
'ying'xiang'lei'qie 盈箱累箧
'ying'xiang'man'si 盈箱满笥
'ying'xiang'tou'she 影像投射
'ying'xiang'yi'qie 盈箱溢箧
'ying'xiang'zhi'jian 影响之见
'ying'xiang'zhi'tan 影响之谈
'ying'xing'bu'li 影形不离
'ying'xin'qi'jiu 迎新弃旧
'ying'xin'song'gu 迎新送故
'ying'xin'song'jiu 迎新送旧
'ying'xin'yan'zhao 鹰心雁爪
'ying'xiong 英雄
'ying'xiong'bei'chu 英雄辈出
'ying'xiong'ben'se 英雄本色
'ying'xiong'cheng'yu 英雄成语
'ying'xiong'chu'shao'nian 英雄出少年
'ying'xiong'de'lao'yin 英雄的烙印
'ying'xiong'de'zhao'huan 英雄的召唤
'ying'xiong'duan'qi 英雄短气
'ying'xiong'gu 英雄谷
'ying'xiong'hao'han 英雄好汉
'ying'xiong'hao'jie 英雄豪杰
'ying'xiong'ku'gu 英雄枯骨
'ying'xiong'mo'mi'sun'zhong'mou'chu 英雄无觅孙仲谋处
'ying'xiong'nan'du'fu'ben 英雄难度副本
'ying'xiong'nan'du'xia 英雄难度下
'ying'xiong'nan'guo'mei'ren'guan 英雄难过美人关
'ying'xiong'ping'tai 英雄平台
'ying'xiong'qi'duan 英雄气短
'ying'xiong'qi'ren 英雄欺人
'ying'xiong'ru'gou 英雄入彀
'ying'xiong'shao'gang 英雄哨岗
'ying'xiong'shen'li 英雄神力
'ying'xiong'suo'jian'lue'tong 英雄所见略同
'ying'xiong'wu'yong'wu'zhi'di 英雄无用武之地
'ying'xiong'xian'ri'yue 英雄闲日月
'ying'xiong'zhi'lu 英雄之颅
'ying'xiong'zhong 英雄冢
'ying'xiong'zhu'yi 英雄主义
'ying'xu 应徐
'ying'xu 硬须
'ying'xue 郢雪
'ying'xue 映雪
'ying'xue'du'shu 映雪读书
'ying'xue'nang'ying 映雪囊萤
'ying'xu'ta 迎徐榻
'ying'ya 影牙
