'a'gong'yan 阿公岩
'xin'qi'cun 新起村
'xin'qiao'mian 新桥面
'xin'qing'cun 新庆村
'xin'rong'hua'yuan 欣荣花园
'xin'shan'dao 新山道
'xin'sheng'cun 新生村
'xin'sheng'di'ya'ge 新圣地牙哥
'xin'sheng'hui 新生会
'xin'sheng'yuan 欣盛苑
'xin'sheng'yuan'xin'hui'ge 欣盛苑欣晖阁
'xin'shi'dai'guang'chang 新时代广场
'xin'shi'ji'guang'chang 新世纪广场
'xin'shi'jie'zhong'xin 新世界中心
'xin'tai'yang'guang'chang 新太阳广场
'xin'tang 新塘
'xin'tang'ba'shi'zhan 新塘巴士站
'xin'tian 新田
'xin'tian'cun 新田村
'xin'tian'di'jie 新填地街
'xin'tian'jun'ying 新田军营
'xin'tian'wei 新田围
'xin'tian'wei'ba'shi'zong'zhan 新田围巴士总站
'xin'tian'wei'cun 新田围邨
'xin'tian'you'zhan 新田油站
'xin'tu'xuan 欣图轩
'xin'tun'men'zhong'xin 新屯门中心
'xin'wei 新围
'xin'wei'cun 新围村
'xin'wei'cun'gong'suo 新围村公所
'xin'wei'jun'ying 新围军营
'xin'wei'yuan 新围苑
'xin'wei'yuan 新威园
'xin'wei'zai 新围仔
'xin'wen'hua'zhong'xin 新文化中心
'xin'wu'cun 新屋村
'xin'wu'jia 新屋家
'xin'wu'ling'lian'ba'chang 新屋岭练靶场
'xin'wu'xia 新屋下
'xin'xian'li'da'sha 新显利大厦
'xin'xing'hua'yuan 新兴花园
'xin'xing'jiu'jia 新星酒家
'xin'xing'jiu'lou 信兴酒楼
'xin'xing'jiu'lou 新星酒楼
'xin'xing'zhong'xin 信兴中心
'xin'xiu'da'sha 新秀大厦
'xin'xu'jie'shi 新墟街市
'xin'ya'shu'yuan 新亚书院
'xin'ya'zhong'xue 新亚中学
'xin'yan'xuan 欣延轩
'xin'yang'yao'song 新杨耀松
'xin'ye'jie 新业街
'xin'yi'zhong'xue 信义中学
'xin'yong'jie 信用街
'xin'yuan'cun'gong'suo 新园村公所
'xin'yuan'lang'zhong'xin 新元朗中心
'xin'yuan'lang'zhong'xin'gang'tie'zhan 新元朗中心港铁站
'xing'cui'lou 兴翠楼
'xing'dao'da'sha 星岛大厦
'xing'di 星堤
'xing'dong'cun 兴东邨
'xing'fa'jie 兴发街
'xing'fang'lu'ba'shi'zhan 兴芳路巴士站
'xing'fu'cun 幸福邨
'xing'fu'lou 兴福楼
'xing'fu'zhong'xin 幸福中心
'xing'gang'jiu'lou 星港酒楼
'xing'guang'da'dao 星光大道
'xing'guang'xing 星光行
'xing'he'jie 兴和街
'xing'he'ming'ju 星河明居
'xing'hua'cun 兴华邨
'xing'hua'cun 杏花邨
'xing'hua'cun'an'xing'lou 兴华邨安兴楼
'xing'hua'cun'ba'shi'zong'zhan 杏花邨巴士总站
'xing'hua'cun'feng'xing'lou 兴华邨丰兴楼
'xing'hua'cun'shang'chang 杏花邨商场
'xing'hua'cun'shang'chang'xi 杏花邨商场西
'xing'hua'cun'xing'cui'lou 兴华邨兴翠楼
'xing'hua'cun'you'le'chang 杏花邨游乐场
'xing'hua'cun'yu'xing'lou 兴华邨裕兴楼
'xing'hua'cun'zhan'xing'lou 兴华邨展兴楼
'xing'hua'cun'zhuo'hua'lou 兴华邨卓华楼
'xing'hua'cun'zong'zhan 杏花邨总站
'xing'hua'jie 兴华街
'xing'hua'jie'xi 兴华街西
'xing'hua'xin'cheng 杏花新城
'xing'huang 星皇
'xing'hui'hao'ting 星辉豪庭
'xing'jun'yuan 幸俊苑
'xing'li'zhong'xin 兴利中心
'xing'lin'jie 杏林街
'xing'min'cun 兴民邨
'xing'ning'lu 兴宁路
'xing'ren'sui'dao 行人隧道
'xing'tian 兴田
'xing'tian'cun 兴田邨
'xing'wan'feng 星湾峰
'xing'wei'gong'ye'zhong'xin 兴伟工业中心
'xing'ye'da'sha 兴业大厦
'xing'yun'lou 幸运楼
'xing'zhan'yin'hang 星展银行
'xiong'mao'jiu'dian 熊猫酒店
'xiu'an'lou 秀安楼
'xiu'cheng'lou 秀程楼
'xiu'da'lan'jie 修打兰街
'xiu'dun'qiu'chang 修顿球场
'xiu'fu'lou 秀富楼
'xiu'hui'lou 秀晖楼
'xiu'jing'tai 秀境台
'xiu'kang'lou 秀康楼
'xiu'le'lou 秀乐楼
'xiu'mao'cun'xiu'le'lou 秀茂邨秀乐楼
'xiu'mao'ping 秀茂坪
'xiu'mao'ping'cun'xiu'hui'lou 秀茂坪邨秀晖楼
'xiu'mao'ping'cun'xiu'le'lou 秀茂坪邨秀乐楼
'xiu'mao'ping'cun'xiu'ming'lou 秀茂坪邨秀明楼
'xiu'mao'ping'jian'le'xiao'xue 秀茂坪坚乐小学
'xiu'mao'ping'jing'shu 秀茂坪警署
'xiu'mao'ping'shang'chang 秀茂坪商场
'xiu'mao'ping'xiao'guang'jie 秀茂坪晓光街
'xiu'mao'ping'xiu'hui'lou 秀茂坪秀晖楼
'xiu'ming'lou 秀明楼
'xiu'shan'lou 秀山楼
'xiu'ya'dao'you'le'chang 秀雅道游乐场
'xiu'yi'lou 秀逸楼
'xu'fu'lou'qiao'jiao 叙福楼桥脚
'xu'he'dao 旭龢道
'xu'hui'ge 旭晖阁
'xu'ri'hua'yuan 旭日花苑
'xu'yi'ju 旭逸居
'xu'yuan'shu 许愿树
'xuan'dao'xiao'xue 宣道小学
'xuan'kui'ge 昍逵阁
'xuan'ni'shi'dao'guan'li'xiao'xue 轩尼诗道官立小学
'xue'chang'jie 雪厂街
'xue'lian 学联
'xue'shi'tai 学士台
'xue'wei 壆围
'xue'wei'xing'ren'tian'qiao 壆围行人天桥
'xue'xiao'cun 学校村
'xue'xiao'cun 学校邨
'xue'xiao'qu 学校区
'xun'dao'wei'li 循道卫理
'xun'dao'zhong'xue 循道中学
'ya'ba'dian'jie 鸭巴甸街
'ya'cai'chang 芽菜厂
'ya'cui'yuan 雅翠苑
'ya'dian'ju 雅典居
'ya'dou'shang'chang 雅都商场
'ya'gong'jiao 亚公角
'ya'gong'jiao'zong'zhan 亚公角总站
'ya'gong'wan 亚公湾
'ya'gu'da'sha 雅谷大厦
'ya'jie'lao'jie 亚皆老街
'ya'jie'lao'jie'qiu'chang 亚皆老街球场
'ya'jie'lao'jie'you'le'chang 亚皆老街游乐场
'ya'jie'lao'jie'zhong'dian 亚皆老街中电
'ya'jing'hua'yuan 雅景花园
'ya'jing'tai 雅景台
'ya'ke 牙科
'ya'ke'yi'yuan 牙科医院
'ya'lan 雅兰
'ya'lan'jie 鸦兰街
'ya'lan'zhong'xin 雅兰中心
'ya'li'dao 雅丽道
'ya'li'ge 雅丽阁
'ya'li'ju 雅丽居
'ya'li'zhou 鸭脷洲
'ya'li'zhou'cun 鸭脷洲邨
'ya'li'zhou'cun'ba'shi'zong'zhan 鸭脷洲邨巴士总站
'ya'li'zhou'cun'li'ze'lou 鸭脷洲邨利泽楼
'ya'li'zhou'cun'zong'zhan 鸭脷洲邨总站
'ya'li'zhou'da'jie 鸭脷洲大街
'ya'li'zhou'da'qiao 鸭脷洲大桥
'ya'li'zhou'jing 鸭脷洲径
'ya'li'zhou'ping'lan'jie 鸭脷洲平澜街
'ya'li'zhou'qiao'dao 鸭脷洲桥道
'ya'lian'ge 雅莲阁
'ya'liao'jie 鸭寮街
'ya'ma'xun 亚玛逊
'ya'qian'wei'dao 衙前围道
'ya'shi'tai 亚视台
'ya'tai'jin'rong 亚太金融
'ya'tai'zhong'xin 亚太中心
'ya'tao'ge 雅涛阁
'ya'tao'ju 雅涛居
'ya'wen'lou 雅文楼
'ya'xiang'dao 雅翔道
'ya'yue'yuan 雅乐苑
'ya'zhi'yang'fang 雅致洋房
'ya'zhou'da'yao'fang 亚洲大药房
'ya'zhou'kong'yun'zhong'xin 亚洲空运中心
'ya'zhou'mao'yi 亚洲贸易
'ya'zhu'jie 雅竹街
'yan'bao'ling'shu'yuan 颜宝铃书院
'yan'chang'jie 烟厂街
'yan'che'zhong'xin 验车中心
'yan'jia'jie'you'le'chang 晏架街游乐场
'yan'ke'yi'yuan 眼科医院
'yan'ke'zhen'suo 眼科诊所
'yan'wen'li'shi'dao 延文礼士道
'yan'zao'xia 盐灶下
'yan'zi'lou 燕子楼
'yang'guang'da'sha 阳光大厦
'yang'guang'guang'chang 阳光广场
'yang'he'yi'yuan 养和医院
'yang'kui'lou 洋葵楼
'yang'qing'lu 杨青路
'yang'ri'ju 漾日居
'yang'ri'ju'jiu'long'zhan 漾日居九龙站
'yang'song'jie'xiu'qi'chu 洋松街休憩处
'yang'song'jie'xiu'qi'gong'yuan 洋松街休憩公园
'yang'wu'cun 杨屋村
'yang'wu'dao 杨屋道
'yang'wu'dao'heng'long'jie 杨屋道横龙街
'yang'wu'dao'jie'shi 杨屋道街市
'yang'wu'dao'kou 杨屋道口
'yang'wu'dao'xian'tian'jie'kou 杨屋道咸田街口
'yang'yao'song 杨耀松
'yang'zhong'ming'xiao'xue 杨仲明小学
'yao'an 耀安
'yao'an'ba'shi'zong'zhan 耀安巴士总站
'yao'an'cun 耀安邨
'yao'an'cun'yao'qian'lou 耀安邨耀谦楼
'yao'an'cun'yao'xun'lou 耀安邨耀逊楼
'yao'dong'cun 耀东邨
'yao'dong'cun'yao'gui'lou 耀东邨耀贵楼
'yao'dong'cun'yao'hua'lou 耀东邨耀华楼
'yao'dong'cun'yao'xing'lou 耀东邨耀兴楼
'yao'dong'cun'zong'zhan 耀东邨总站
'yao'dong'shang'chang 耀东商场
'yao'feng'lou 耀丰楼
'yao'gui'lou 耀贵楼
'yao'hua'lou 耀华楼
'yao'lian'sheng'zhong'xue 姚连生中学
'yao'min'lou 耀民楼
'yao'qian'lou 耀谦楼
'yao'xing'dao 耀兴道
'yao'xing'dao'tian'yue'guang'chang 耀兴道天悦广场
'yao'xing'lou 耀兴楼
'yao'xun'lou 耀逊楼
'yao'zhong'guo'ji'xue'xiao 耀中国际学校
'ye'yu'da'lou 业渔大楼
'ye'yu'da'sha 业渔大厦
'yi'an'da'sha 宜安大厦
'yi'an'ge 怡安阁
'yi'an'yuan 怡安苑
'yi'cheng'ge'dui'mian 逸澄阁对面
'yi'cui'hua'yuan 怡翠花园
'yi'cui'yuan 怡翠苑
'yi'de'dao 义德道
'yi'dian'ju 艺典居
'yi'dong 逸东
'yi'dong'cun 逸东邨
'yi'dong'cun'ba'shi'zong'zhan 逸东邨巴士总站
'yi'dong'cun'mei'yi'lou 逸东邨美逸楼
'yi'dong'jie'ju'yi'lou 逸东街居逸楼
'yi'dong'jiu'dian 逸东酒店
'yi'dong'lu 怡东路
'yi'feng 颐峰
'yi'fu'shu'yuan 逸夫书院
'yi'gang'ju 逸港居
'yi'ge'yuan 怡阁苑
'yi'hao'ke'yun'da'lou 一号客运大楼
'yi'hao'ting'che'chang 一号停车场
'yi'hao'yin'hai 一号银海
'yi'he'da'sha 怡和大厦
'yi'he'jie 怡和街
'yi'jing'dao 怡景道
'yi'jing'yuan 怡靖苑
'yi'ju'jie 医局街
'yi'kang'jie 怡康街
'yi'li'sha'bai'ti'yu'guan 伊利沙白体育馆
'yi'li'sha'bo'da'sha 伊利莎伯大厦
'yi'li'sha'bo'ti'yu'guan 伊利沙伯体育馆
'yi'li'sha'bo'yi'yuan 伊利沙伯医院
'yi'li'sha'bo'zhong'xue 伊利沙伯中学
'yi'liao'fu'zhu'dui'zong'bu 医疗辅助队总部
'yi'liao'fu'zhu'zong'bu 医疗辅助总部
'yi'lin'ge 怡林阁
'yi'ling'nan'ting 倚岭南庭
'yi'ming'cun 乙明邨
'yi'ming'cun'jie 乙明邨街
'yi'ming'lu 一鸣路
'yi'nan'lu 怡南路
'yi'pin'xiang'jiu'dian 一品香酒店
'yi'qin'yuan 怡沁园
'yi'rong'jie 伊荣街
'yi'tai'jie 怡泰街
'yi'tan'lou 逸潭楼
'yi'tao'wan 逸涛湾
'yi'wei'lou 宜伟楼
'yi'wen'zhong'xue 怡文中学
'yi'xi'ge 逸熹阁
'yi'xin'yuan 怡心园
'yi'xue'yuan 医学院
'yi'ya'yuan 怡雅苑
'yi'yin'jie 奕荫街
'yi'yuan 怡园
'yi'yuan'cun 亦园村
'yi'yuan'dao 医院道
'yi'yuan'guan'li'ju 医院管理局
'yi'yuan'guan'li'ju'da'lou 医院管理局大楼
'yi'yun'ge 怡韵阁
'yin'ao'lu 银澳路
'yin'cheng'guang'chang 银城广场
'yin'cheng'jie 银城街
'yin'cheng'shang'chang 银城商场
'yin'hai'yi'hao 银海一号
'yin'han'jie 银汉街
'yin'hang'jie 银行街
'yin'hang'zhong'xin 银行中心
'yin'kui'lou 茵葵楼
'yin'mu'jie 银幕街
'yin'ni'jiu'dian 印尼酒店
'yin'shua'xing 印刷行
'yin'tian'hua'yuan 银田花园
'yin'xi'hua'yuan 银禧花园
'yin'xian'wan 银线湾
'yin'xian'wan'guang'chang 银线湾广场
'yin'yi'hua'yuan 茵怡花园
'yin'ying'lu 银影路
'yin'zhou 银洲
'yin'zuo 银座
'yin'zuo'guang'chang 银座广场
'yin'zuo'zhan 银座站
'ying'an'lou 盈安楼
'ying'cui'ban'dao 盈翠半岛
'ying'dong'lou 盈东楼
'ying'feng'yuan 盈丰园
'ying'guo'wen'hua'xie'hui 英国文化协会
'ying'guo'zong'ling'shi'guan 英国总领事馆
'ying'hua'nv'xue'xiao 英华女学校
'ying'hua'shu'yuan 英华书院
'ying'huang'dao 英皇道
'ying'huang'dao'hui'an'yuan 英皇道惠安苑
'ying'huang'dao'li'chi 英皇道丽池
'ying'huang'dao'ren'fu'you'zhan 英皇道仁孚油站
'ying'huang'dao'tai'gu'fang 英皇道太古坊
'ying'huang'dao'xin'wei'yuan 英皇道新威园
'ying'huang'ji'tuan'zhong'xin 英皇集团中心
'ying'huang'shu'yuan 英皇书院
'ying'huang'yu'le'guang'chang 英皇娱乐广场
'ying'ji'gong'ye'zhong'xin 英基工业中心
'ying'jun'zhong'xin 鹰君中心
'ying'ming'yuan 英明苑
'ying'pan 营盘
'ying'pan'jie 营盘街
'ying'pan'xia 营盘下
'ying'shun'lou 盈顺楼
'ying'tao'jie 樱桃街
'ying'tao'ju 迎涛居
'ying'wan'yuan'di'er'qi 映湾园第二期
'ying'wan'yuan'di'yi'qi 映湾园第一期
'ying'wan'yuan'er'qi 映湾园二期
'ying'wan'yuan'san'qi 映湾园三期
'ying'wan'yuan'yi'qi 映湾园一期
'ying'ye'lu 影业路
'ying'yue'tai 映月台
'ying'yue'wan 映月湾
'yong'ai'dao 永爱道
'yong'an 永安
'yong'an'guang'chang 永安广场
'yong'an'ji'tuan 永安集团
'yong'an'zhong'xin 永安中心
'yong'bei 涌背
'yong'bei'shao'kao'chang 涌背烧烤场
'yong'chi 泳池
'yong'de'li'guang'chang 永德利广场
'yong'guang'shu'yuan 永光书院
'yong'he'jie 永和街
'yong'heng'yin'hang 永亨银行
'yong'ji 镛记
'yong'ji'jie 永吉街
'yong'jian'lu 永建路
'yong'li'jie 永立街
'yong'long'da'sha 永隆大厦
'yong'long'jie 永隆街
'yong'mei'cun 涌美邨
'yong'ning'cun 永宁村
'yong'sheng'gong'ye'da'sha 永盛工业大厦
'yong'sheng'yuan 雍盛苑
'yong'shun'jie 永顺街
'yong'tai'dao 永泰道
'yong'wei'shao'kao'chang 涌尾烧烤场
'yong'xing'jie 永兴街
'yong'xing'li 永星里
'yong'ya'hua'yuan 雍雅花园
'yong'ya'shan'fang 雍雅山房
'yong'ya'xuan 雍雅轩
'yong'yi'ya'yuan 雍怡雅苑
'you'ai 友爱
'you'ai'cun 友爱村
'you'ai'cun 友爱邨
'you'bang'da'sha 友邦大厦
'you'bang'zhong'xin 友邦中心
'you'cai 优才
'you'gan'tou 油柑头
'you'gan'tou'cun 油柑头村
'you'jie 油街
'you'le'chang 游乐场
'you'li'cun 油丽邨
'you'lian'chuan'chang 友联船厂
'you'ma'di 油麻地
'you'ma'di'bao'ling'jie 油麻地宝灵街
'you'ma'di'bi'jie 油麻地碧街
'you'ma'di'chang'le'jie 油麻地长乐街
'you'ma'di'jie'shi 油麻地街市
'you'ma'di'jing'shu 油麻地警署
'you'ma'di'nan'jing'jie 油麻地南京街
'you'ma'di'ning'bo'jie 油麻地宁波街
'you'ma'di'wen'ming'li 油麻地文明里
'you'ma'di'xi'gong'jie 油麻地西贡街
'you'ma'di'xiao'fang'ju 油麻地消防局
'you'ma'di'yong'xing'li 油麻地永星里
'you'ma'di'zhong'fang'jie 油麻地众坊街
'you'mei'shan'zhuang 攸美山庄
'you'mei'yuan 油美苑
'you'min'jie 祐民街
'you'ran'shan'zhuang 悠然山庄
'you'shan'jie 友善街
'you'sheng'qian'shui 有生铅水
'you'tan'mei'xi'qu 攸潭美西区
'you'tan'wei'cun 攸潭尾村
'you'tan'wei'cun'gong'suo 攸潭尾村公所
'you'tan'wei'cun'lu'kou 攸潭尾村路口
'you'tang 油塘
'you'tang'cun 油塘邨
'you'tang'gong'ye'cheng 油塘工业城
'you'tang'tie'lu'zhan 油塘铁路站
'you'tang'zhong'xin 油塘中心
'you'tang'zong'zhan 油塘总站
'you'xin'jie 又新街
'you'yi'cheng 又一城
'you'yi'cheng'zong'zhan 又一城总站
'you'yi'cun 又一村
'you'yi'cun'ba'shi'zong'zhan 又一村巴士总站
'you'yi'cun'hua'yuan 又一村花园
'you'yi'ju 又一居
'you'you'tai 优悠台
'you'zhan 油站
'you'zhan'dui'mian 油站对面
'you'zheng'ju'ba'shi'zhan 邮政局巴士站
'you'zheng'zong'ju 邮政总局
'you'zhi'liang'pin'zhong'xin 优之良品中心
'yu'an'yuan 渔安苑
'yu'bo'lan'jie'jiao'jie 与砵兰街交界
'yu'cai'zhong'xue 育才中学
'yu'cui'yuan 御翠园
'yu'cui'yuan 愉翠苑
'yu'cui'yuan'ba'shi'zong'zhan 愉翠苑巴士总站
'yu'dong'yuan 裕东苑
'yu'duo'li'dao 域多利道
'yu'duo'li'huang'hou'jie 域多利皇后街
'yu'feng'da'sha 裕丰大厦
'yu'feng'hao'yuan 御峰豪园
'yu'feng'yuan 御峰苑
'yu'gang'wan 誉港湾
'yu'hai'feng 御海峰
'yu'hao'shan'zhuang 御豪山庄
'yu'hua 裕华
'yu'huang'ting 御皇庭
'yu'hui'dao 渔晖道
'yu'jiao 渔角
'yu'jing'feng 御景峰
'yu'jing'hua'yuan 愉景花园
'yu'jing'hua'yuan 裕景花园
'yu'jing'wan 愉景湾
'yu'jing'wan'dao 愉景湾道
'yu'jing'wan'guo'ji'xue'xiao 愉景湾国际学校
'yu'jing'wan'guo'ji'xue'xiao'you'zhi'yuan 愉景湾国际学校幼稚园
'yu'jing'wan'ma'tou 愉景湾码头
'yu'jing'wan'sui'dao'shou'fei'guang'chang 愉景湾隧道收费广场
'yu'jing'xin'cheng 愉景新城
'yu'jing'xin'cheng'xing'ren'qiao 愉景新城行人桥
'yu'ke'fa'dao'jiao'jie 与科发道交界
'yu'la'sha'li'dao'jiao'jie 与喇沙利道交界
'yu'le'xing 娱乐行
'yu'lian'tai 玉莲台
'yu'long'ju 御龙居
'yu'min'fang 裕民坊
'yu'min'xin'cun 渔民新村
'yu'min'xin'cun 渔民新邨
'yu'min'zhong'xin 裕民中心
'yu'ming'yuan 煜明苑
'yu'ming'yuan 裕明苑
'yu'qi'shi'chang 玉器市场
'yu'ren'sheng'zhong'xin 余仁生中心
'yu'tang'wei'dao'jiao'jie 与塘尾道交界
'yu'tian'feng 御天峰
'yu'tian'yuan 愉田苑
'yu'ting'ju 御庭居
'yu'ting'xuan 玉庭轩
'yu'ting'yuan 御庭园
'yu'wan'cun 渔湾邨
'yu'xing'da'sha 裕兴大厦
'yu'xing'lou 裕兴楼
'yu'xing'ye'jie'jiao'jie 与兴业街交界
'yu'xiu'tang 聿修堂
'yu'xu'gong 玉虚宫
'yu'yu'lou 玉宇楼
'yu'yuan 豫苑
'yu'zhen'qiang'ji'nian'di'er'zhong'xue 余振强纪念第二中学
'yu'zhen'qiang'zhong'xue 余振强中学
'yu'zhong'hui'jie'jiao'jie 与中汇街交界
'yu'zhou'shang'chang 宇宙商场
'yuan'dong'jin'rong'zhong'xin 远东金融中心
'yuan'dun'wei 圆墩围
'yuan'fa'jing 元发径
'yuan'fang 圆方
'yuan'gang 元岗
'yuan'gang'cun 元岗村
'yuan'he'lu 源禾路
'yuan'kang'jie 源康街
'yuan'lang 元朗
'yuan'lang'an'le'lu 元朗安乐路
'yuan'lang'an'ning'lu 元朗安宁路
'yuan'lang'da'hui'tang 元朗大会堂
'yuan'lang'da'qiao'cun 元朗大桥村
'yuan'lang'da'qiu'chang 元朗大球场
'yuan'lang'da'tang'lu 元朗大棠路
'yuan'lang'dong 元朗东
'yuan'lang'duan 元朗段
'yuan'lang'fang'zhi'pin 元朗纺织品
'yuan'lang'gong'ye'cun 元朗工业邨
'yuan'lang'gong'yuan 元朗公园
'yuan'lang'gu'ting'jie 元朗谷亭街
'yuan'lang'guang'chang 元朗广场
'yuan'lang'hui'qun'tian'di 元朗惠群天地
'yuan'lang'jing'shu 元朗警署
'yuan'lang'ju'yuan 元朗剧院
'yuan'lang'kang'le'lu 元朗康乐路
'yuan'lang'mang'ren'an'lao'yuan 元朗盲人安老院
'yuan'lang'ping'chang'jing 元朗屏昌径
'yuan'lang'shang'ye'zhong'xin 元朗商业中心
'yuan'lang'tai'heng'jie 元朗泰衡街
'yuan'lang'tai'xiang'jie 元朗泰祥街
'yuan'lang'ti'yu'lu 元朗体育路
'yuan'lang'tie'lu'zhan 元朗铁路站
'yuan'lang'tong'le'jie 元朗同乐街
'yuan'lang'wu'shui'chu'li'chang 元朗污水处理厂
'yuan'lang'xi'li'jing 元朗喜利径
'yuan'lang'xi'tie'zhan 元朗西铁站
'yuan'lang'you'xin'jie 元朗又新街
'yuan'lang'zhan 元朗站
'yuan'ling 元岭
'yuan'ling'hao'yuan 元岭豪苑
'yuan'shen 元神
'yuan'xuan'xue'yuan 圆玄学院
'yuan'zhou'cun 元州邨
'yuan'zhou'cun 元洲邨
'yuan'zhou'jie 元州街
'yuan'zhou'jie'jiu'jiang'jie'zhan 元洲街九江街站
'yuan'zhou'shang'chang 元州商场
'yue'fu'hao'yuan 悦富豪苑
'yue'hai'jie 悦海街
'yue'hai'jiu'dian 粤海酒店
'yue'hai'wan 月海湾
'yue'hu'shan'zhuang 悦湖山庄
'yue'hua'jiu'dian 粤华酒店
'yue'hua'jiu'dian 越华酒店
'yue'lai'jiu'dian 悦来酒店
'yue'li'yuan 悦丽苑
'yue'lun'jie 月轮街
'yue'sheng 乐声
'yun'cui'da'sha 云翠大厦
'yun'di'li'dao 云地利道
'yun'die'hua'yuan 云叠花园
'yun'dong'chang'dao 运动场道
'yun'feng'da'sha 云峰大厦
'yun'han'cun 云汉邨
'yun'jing'dao 云景道
'yun'jing'dao'pei'shui'ku'you'le'chang 云景道配水库游乐场
'yun'jing'tai 云景台
'yun'quan'xian'guan 云泉仙馆
'yun'tao'ju 韵涛居
'yun'tou'jiao'li 运头角里
'yun'tou'jie 运头街
'yun'tou'tang'cun 运头塘邨
'yun'tou'tang'zong'zhan 运头塘总站
'yun'xian'jie 云咸街
'zai'de'jie 载德街
'zao'he'keng 早禾坑
'ze'an'cun 泽安邨
'ze'cui'lou 泽翠楼
'ze'feng'hua'yuan 泽丰花园
'ze'ren'zhong'xin 则仁中心
'ze'tian'lou 泽田楼
'zei'yu'hu 鰂鱼湖
'zei'yu'yong 鰂鱼涌
'zei'yu'yong'jie 鰂鱼涌街
'zei'yu'yong'zhan 鰂鱼涌站
'zha'da'da'sha 渣打大厦
'zha'dian'shan 渣甸山
'zha'dian'shan'hua'yuan 渣甸山花园
'zha'dian'shan'hua'yuan'da'sha 渣甸山花园大厦
'zha'dian'tai 渣甸台
'zha'dian'yuan 渣甸园
'zha'hua 渣华
'zha'hua'dao 渣华道
'zha'hua'dao'jie'shi 渣华道街市
'zha'hua'dao'shi'zheng'da'lou 渣华道市政大楼
'zha'hua'dao'shi'zheng'da'sha 渣华道市政大厦
'zha'kou 闸口
'zhai'nang 寨乪
'zhai'xing'ge 摘星阁
'zhan'hao 展灏
'zhan'mao 展贸
'zhan'xing'lou 展兴楼
'zhan'zhu'wan 斩竹湾
'zhang'ming'tian'zhong'xue 张明添中学
'zhang'mu'tou 樟木头
'zhang'shu'tan 樟树滩
'zhang'shu'tou 樟树头
'zhang'wu'cun 张屋村
'zhang'wu'di 张屋地
'zhang'zhen'xing'kang'li'shu'yuan 张振兴伉俪书院
'zhang'zhu'shan'nv'zhen'zhong'xue 张祝珊女真中学
'zhang'zhu'shan'ying'wen'zhong'xue 张祝珊英文中学
'zhao'bang'yuan 兆邦苑
'zhao'he'jie 兆和街
'zhao'hui'jing 朝晖径
'zhao'hui'tai 肇辉台
'zhao'kang 兆康
'zhao'kang'gang'tie'zhan 兆康港铁站
'zhao'kang'tie'lu'zhan 兆康铁路站
'zhao'kang'yuan 兆康苑
'zhao'kang'yuan'zhao'li'ge 兆康苑兆丽阁
'zhao'kang'yuan'zhao'xian'ge 兆康苑兆贤阁
'zhao'kang'yuan'zong'zhan 兆康苑总站
'zhao'kang'zhan 兆康站
'zhao'li'ge 兆丽阁
'zhao'lin 兆麟
'zhao'lin'yuan 兆麟苑
'zhao'min'lou 昭民楼
'zhao'shan'yuan 兆山苑
'zhao'shang'ju 招商局
'zhao'shang'ju'da'sha 招商局大厦
'zhao'xi'yuan 兆禧苑
'zhao'xian'ge 兆贤阁
'zhao'yuan 赵苑
'zhe'da'da'sha 遮打大厦
'zhe'da'dao 遮打道
'zhe'da'hua'yuan 遮打花园
'zhe'jiang'jie 浙江街
'zhe'jiang'jie'you'le'chang 浙江街游乐场
'zhen'duo'xue'xiao 真铎学校
'zhen'guang'da'sha 真光大厦
'zhen'hua'dao 振华道
'zhen'hua'hua'yuan 振华花园
'zhen'hua'yuan 振华苑
'zhen'huan'lu 震寰路
'zhen'huan'lu'xiao'fang'ju 震寰路消防局
'zhen'huan'lu'zhuo'er'ju 震寰路卓尔居
'zhen'hui'hua'yuan 振辉花园
'zhen'li'tang 真理堂
'zhen'ye'gong'ye'da'sha 振业工业大厦
'zhen'zhan'ji'da'sha 甄沾记大厦
'zheng'fu'che'chang 政府车场
'zheng'fu'chuan'wu 政府船坞
'zheng'fu'fei'xing'fu'wu'dui 政府飞行服务队
'zheng'fu'he'shu 政府合署
'zheng'fu'he'shu'guan'tang'fen'shu 政府合署观塘分署
'zheng'fu'su'she 政府宿舍
'zheng'fu'wei'sheng'jian'ce'zhong'xin 政府卫生检测中心
'zheng'hui'lou 正晖楼
'zheng'jie 正街
'zheng'jue'lian'she'xue'xiao 正觉莲社学校
'zheng'kang'lou 正康楼
'zheng'men 正门
'zheng'ren'an'fu'ren'qian'xi'xiao'xue 郑任安夫人千禧小学
'zheng'zhi'zhi'zhong'xue 郑植之中学
'zhi'de'xiao'xue 至德小学
'zhi'di'guang'chang 置地广场
'zhi'fang'jie 智芳街
'zhi'fu 置富
'zhi'fu'hua'yuan 置富花园
'zhi'fu'hua'yuan'wang'qiu'chang 置富花园网球场
'zhi'fu'jing 置富径
'zhi'fu'nan'qu'guang'chang 置富南区广场
'zhi'fu'yi'bi'li'dao 置富一碧丽道
'zhi'he'jie 志和街
'zhi'le'hua'yuan 置乐花园
'zhi'lian'jing'yuan 志莲净苑
'zhi'ma'ling 芝麻岭
'zhi'ma'wan'ma'tou 芝麻湾码头
'zhi'tie'hong'shui'qiao'zhan 轾铁洪水桥站
'zhi'yi'ye'xun'lian'zhong'xin 制衣业训练中心
'zhong'an'jie 众安街
'zhong'bao'ji'tuan 中保集团
'zhong'bao'ji'tuan'da'sha 中保集团大厦
