'ai'er'bu'lang'ji 埃尔布朗基
'zhi'ling'gen'zong 指令跟踪
'zhi'ling'ge'shi 指令格式
'zhi'ling'he'shu'ju 指令和数据
'zhi'ling'ji 指令集
'zhi'ling'ji'bing'xing 指令级并行
'zhi'ling'ji'cun'qi 指令寄存器
'zhi'ling'ji'shu'qi 指令计数器
'zhi'ling'ji'ti'xi'jie'gou 指令集体系结构
'zhi'ling'kong'zhi'qi 指令控制器
'zhi'ling'lei'xing 指令类型
'zhi'ling'liu 指令流
'zhi'ling'liu'shui'xian 指令流水线
'zhi'ling'ma 指令码
'zhi'ling'ting'ji 指令停机
'zhi'ling'xiang'guan'xing 指令相关性
'zhi'ling'xi'tong 指令系统
'zhi'ling'yi'ma'qi 指令译码器
'zhi'ling'yu'qu 指令预取
'zhi'ling'zhan 指令栈
'zhi'ling'zhou'qi 指令周期
'zhi'ling'zi 指令字
'zhi'mi'ma'fang'shi 置密码方式
'zhi'ming'cuo'wu 致命错误
'zhi'neng 职能
'zhi'neng 智能
'zhi'neng'dai'li 智能代理
'zhi'neng'dui'xiang 智能对象
'zhi'neng'fang'da'qi 智能放大器
'zhi'neng'fang'zhen 智能仿真
'zhi'neng'gao'qing'ban 智能高清版
'zhi'neng'hua'gong'ju 智能化工具
'zhi'neng'jian'suo 智能检索
'zhi'neng'jia'su 智能加速
'zhi'neng'ji'qi'ren 智能机器人
'zhi'neng'ji'suan'ji 智能计算机
'zhi'neng'ji'suan'ji'fu'zhu'she'ji 智能计算机辅助设计
'zhi'neng'jue'ce'xi'tong 智能决策系统
'zhi'neng'ka 智能卡
'zhi'neng'ke'xue 智能科学
'zhi'neng'kong'zhi 智能控制
'zhi'neng'mo'ni'zhi'chi'xi'tong 智能模拟支持系统
'zhi'neng'ru'qin 智能入侵
'zhi'neng'shu'ru'shu'chu'jie'kou 智能输入输出接口
'zhi'neng'tian'biao 智能填表
'zhi'neng'wai'wei'jie'kou 智能外围接口
'zhi'neng'xian 智能线
'zhi'neng'xing'jiao'hu'shi'ji'cheng'jue'ce'zhi'chi'xi'tong 智能型交互式集成决策支持系统
'zhi'neng'xi'tong 智能系统
'zhi'neng'yi'biao 智能仪表
'zhi'neng'yuan'ze 职能原则
'zhi'neng'zhi'chi'xi'tong 智能支持系统
'zhi'neng'zhong'duan 智能终端
'zhi'neng'zhu'ti 智能主体
'zhi'neng'zi'dong'ji 智能自动机
'zhi'pai 指派
'zhi'pai'you'xian'ji 指派优先级
'zhi'ren 指认
'zhi'shi 知识
'zhi'shi 指示
'zhi'shi'bian'ji'qi 知识编辑器
'zhi'shi'bian'yi 知识编译
'zhi'shi'biao'shi 知识表示
'zhi'shi'biao'shi'fang'shi 知识表示方式
'zhi'shi'cao'zuo'hua 知识操作化
'zhi'shi'chan'ye 知识产业
'zhi'shi'cha'xun'cao'zong'yu'yan 知识查询操纵语言
'zhi'shi'chu'li 知识处理
'zhi'shi'dan'yuan 知识单元
'zhi'shi'fa'xian 知识发现
'zhi'shi'fu 指示符
'zhi'shi'fu'za'xing 知识复杂性
'zhi'shi'gong'cheng 知识工程
'zhi'shi'gong'cheng'shi 知识工程师
'zhi'shi'huo'qu 知识获取
'zhi'shi'jiao'hu'shi'zheng'ming'xi'tong 知识交互式证明系统
'zhi'shi'jie'gou 知识结构
'zhi'shi'jing'hua 知识精化
'zhi'shi'ku 知识库
'zhi'shi'kuai 知识块
'zhi'shi'ku'guan'li'xi'tong 知识库管理系统
'zhi'shi'ku'ji 知识库机
'zhi'shi'ku'xi'tong 知识库系统
'zhi'shi'li'yong'xi'tong 知识利用系统
'zhi'shi'mi'ji'xing'chan'ye 知识密集型产业
'zhi'shi'mo'shi 知识模式
'zhi'shi'mo'xing 知识模型
'zhi'shi'qi 指示器
'zhi'shi'rong'yu 知识冗余
'zhi'shi'ti'qu 知识提取
'zhi'shi'ti'qu'qi 知识提取器
'zhi'shi'tong'hua 知识同化
'zhi'shi'tui'li 知识推理
'zhi'shi'tu'xiang'bian'ma 知识图像编码
'zhi'shi'xiang'rong'xing 知识相容性
'zhi'shi'xi'de 知识习得
'zhi'shi'xin'xi'chu'li 知识信息处理
'zhi'shi'xin'xi'chu'li'xi'tong 知识信息处理系统
'zhi'shi'xin'xi'ge'shi 知识信息格式
'zhi'shi'yin'dao'shu'ju'ku 知识引导数据库
'zhi'shi'yuan 知识源
'zhi'shi'zheng'ming 知识证明
'zhi'shi'zhu'guan 知识主管
'zhi'shi'zhu'ti 知识主体
'zhi'shi'zi'xi'tong 知识子系统
'zhi'shi'zu'zhi 知识组织
'zhi'shu'bian'qian 指数变迁
'zhi'shu'hui'gui'suan'fa 指数回归算法
'zhi'shu'ju 置数据
'zhi'shu'ju'ku'mi'ma 置数据库密码
'zhi'shu'mi'ma'ti'zhi 指数密码体制
'zhi'shu'shi'jian 指数时间
'zhi'tong'xian 直通线
'zhi'tuo'pan'tu'biao 置托盘图标
'zhi'wai'xing'tu'pian 置外形图片
'zhi'wei 置位
'zhi'wei'di'ceng 置为底层
'zhi'wei'ding'ceng 置为顶层
'zhi'wei'mai'chong 置位脉冲
'zhi'wen 指纹
'zhi'wen'ben 置文本
'zhi'wen'ben'se 置文本色
'zhi'wen'bian'shi 指纹辨识
'zhi'wen'fen'xi 指纹分析
'zhi'wen'jian'shu'xing 置文件属性
'zhi'wen'sao'miao 指纹扫描
'zhi'wen'shi'bie 指纹识别
'zhi'xiang'mu'shu'zhi 置项目数值
'zhi'xiang'mu'wen'ben 置项目文本
'zhi'xian'wei'yi'chuan'gan'qi 直线位移传感器
'zhi'xian'xing'shi'jian 置现行时间
'zhi'xie'chu'wei'zhi 置写出位置
'zhi'xin'ce'du 置信测度
'zhi'xing 执行
'zhi'xing'cheng'xu 执行程序
'zhi'xing'diao'du'wei'hu 执行调度维护
'zhi'xing'guan'li'cheng'xu 执行管理程序
'zhi'xing'jian'cha 执行检查
'zhi'xing'ji'gou 执行机构
'zhi'xing'kai'xiao 执行开销
'zhi'xing'kong'zhi'cheng'xu 执行控制程序
'zhi'xing'li'cheng 执行例程
'zhi'xing'liu 执行流
'zhi'xing'shi'jian 执行时间
'zhi'xing'shi'jian'li'lun 执行时间理论
'zhi'xing'xi'tong 执行系统
'zhi'xing'zhan 执行栈
'zhi'xing'zhi'chi 执行支持
'zhi'xing'zhuang'tai 执行状态
'zhi'xing'zhu'guan 执行主管
'zhi'xing'zhu'ti 执行主体
'zhi'xing'zuo'ye'diao'du 执行作业调度
'zhi'yi 质疑
'zhi'yin'yuan 指引元
'zhi'zao'jia'xiang 制造假象
'zhi'zao'kuai'zhuang 制造块状
'zhi'zao'zhi'xing'xi'tong 制造执行系统
'zhi'zao'zi'dong'hua'xie'yi 制造自动化协议
'zhi'zao'zi'yuan'gui'hua 制造资源规划
'zhi'ze'fen'kai 职责分开
'zhi'zhan 支站
'zhi'zhen 指针
'zhi'zhen'dao'wen'ben 指针到文本
'zhi'zhen'dao'zi'jie'ji 指针到字节集
'zhi'zhi'du'fang'shi 置只读方式
'zhi'zi'ceng'xi'cheng'xiang 质子层析成像
'zhi'zi'jia'ming'cheng 置子夹名称
'zhi'zi'ti'chi'cun 置字体尺寸
'zhi'zi'ti'ming 置字体名
'zhi'zi'ti'shu'xing 置字体属性
'zhi'zuo'tu'an 制作图案
'zhong'bei'da'xue 中北大学
'zhong'bei'da'xue'chu'ban'she 中北大学出版社
'zhong'bei'da'xue'ruan'jian'xue'yuan 中北大学软件学院
'zhong'cai 仲裁
'zhong'cai'dan'yuan 仲裁单元
'zhong'cai'xi'tong 仲裁系统
'zhong'cai'yuan 仲裁员
'zhong'dian'di'zhi 终点地址
'zhong'du 中毒
'zhong'duan 中断
'zhong'duan 终端
'zhong'duan'chu'li 中断处理
'zhong'duan'dui'lie 中断队列
'zhong'duan'fang'wen'kong'zhi'qi 终端访问控制器
'zhong'duan'fang'wen'kong'zhi'qi'fang'wen'kong'zhi'xi'tong 终端访问控制器访问控制系统
'zhong'duan'fang'zhen'ruan'jian 终端仿真软件
'zhong'duan'hui'hua 终端会话
'zhong'duan'ji'cun'qi 中断寄存器
'zhong'duan'jie'ru'kong'zhi'qi 终端接入控制器
'zhong'duan'ji'zhi 中断机制
'zhong'duan'kong'zhi'xi'tong 终端控制系统
'zhong'duan'ping'bi 中断屏蔽
'zhong'duan'qing'qiu 中断请求
'zhong'duan'qu'dong 中断驱动
'zhong'duan'qu'dong'shu'ru'shu'chu 中断驱动输入输出
'zhong'duan'she'bei 终端设备
'zhong'duan'shi'jian 中断事件
'zhong'duan'xiang'liang 中断向量
'zhong'duan'xiang'liang'biao 中断向量表
'zhong'duan'xin'hao'hu'lian'wang'luo 中断信号互连网络
'zhong'duan'yi'chang 中断异常
'zhong'duan'yong'hu 终端用户
'zhong'duan'you'xian'ji 中断优先级
'zhong'duan'zuo'ye 终端作业
'zhong'duan'zuo'ye'biao'zhi 终端作业标识
'zhong'duan'zu'se 中断阻塞
'zhong'guo'ke'ji'da'xue 中国科技大学
'zhong'guo'ke'ji'da'xue'chu'ban'she 中国科技大学出版社
'zhong'guo'ke'ji'da'xue'ruan'jian'xue'yuan 中国科技大学软件学院
'zhong'guo'qiang'mo'xing 中国墙模型
'zhong'guo'ren'min'da'xue 中国人民大学
'zhong'guo'ren'min'da'xue'chu'ban'she 中国人民大学出版社
'zhong'guo'ren'min'da'xue'ruan'jian'xue'yuan 中国人民大学软件学院
'zhong'guo'zai'kan 中国在看
'zhong'hua'ai'qing'wang 中华爱情网
'zhong'hua'jiao'you 中华交友
'zhong'hua'te'gong 中华特攻
'zhong'ji 中击
'zhong'ji 中继
'zhong'jian'cheng'fen 中间成分
'zhong'jian'dai'ma 中间代码
'zhong'jian'dan'ji'biao'qian 中键单击标签
'zhong'jian'jian 中间件
'zhong'jian'jie'dian 中间结点
'zhong'jian'ren 中间人
'zhong'jian'ren'gong'ji 中间人攻击
'zhong'jian'she'bei 中间设备
'zhong'jian'shi'jie'gou 中间式结构
'zhong'jian'yu'yan 中间语言
'zhong'ji'duan 中继段
'zhong'jie'mo'xing 终结模型
'zhong'jie'qi 终接器
'zhong'jie'xi'tong 中介系统
'zhong'jie'zhe'mu'ma 终结者木马
'zhong'jie'zhuang'tai 终结状态
'zhong'jie'zhu'ti 中介主体
'zhong'ji'fu 终极符
'zhong'ji'qi 中继器
'zhong'ji'zhan 中继站
'zhong'li'du'fang'wen'kong'zhi 中粒度访问控制
'zhong'nan'da'xue 中南大学
'zhong'nan'da'xue'chu'ban'she 中南大学出版社
'zhong'nan'da'xue'ruan'jian'xue'yuan 中南大学软件学院
'zhong'qi'diao'du 中期调度
'zhong'qun 种群
'zhong'ri'han'tong'yi'han'zi 中日韩统一汉字
'zhong'shan'da'xue 中山大学
'zhong'shan'da'xue'chu'ban'she 中山大学出版社
'zhong'shan'da'xue'ruan'jian'xue'yuan 中山大学软件学院
'zhong'shen'mian'fei 终身免费
'zhong'shi'du 忠实度
'zhong'sou'lun'tan'sou'suo 中搜论坛搜索
'zhong'wen 中文
'zhong'wen'bian'ma 中文编码
'zhong'wen'cao'zuo'xi'tong 中文操作系统
'zhong'wen'ping'tai 中文平台
'zhong'wen'wang'zhi'jian'suo 中文网址检索
'zhong'wen'wen'ben'jiao'gai'xi'tong 中文文本校改系统
'zhong'wen'xin'xi 中文信息
'zhong'wen'xin'xi'chu'li 中文信息处理
'zhong'wen'xin'xi'chu'li'she'bei 中文信息处理设备
'zhong'wen'xin'xi'jian'suo'xi'tong 中文信息检索系统
'zhong'wen'yu'liao'ku 中文语料库
'zhong'wen'zhong'guo 中文中国
'zhong'xin'ci 中心词
'zhong'xin'ci'qu'dong'duan'yu'jie'gou'yu'fa 中心词驱动短语结构语法
'zhong'xin'dong'ci 中心动词
'zhong'xing'ji'suan'ji 中型计算机
'zhong'xin'ji'gou 中心机构
'zhong'xin'ju 中心矩
'zhong'xin'ming'ci 中心名词
'zhong'xin'zuo'biao 重心坐标
'zhong'yang'chu'li'dan'yuan 中央处理单元
'zhong'yang'chu'li'ji 中央处理机
'zhong'yang'chu'li'qi 中央处理器
'zhong'yang'dui'lie 中央队列
'zhong'yang'wang'luo 中央网络
'zhong'zhi 终止
'zhong'zhi'jian 中止键
'zhong'zhi'jie'dian 终止节点
'zhong'zhi'lv'bo'qi 中值滤波器
'zhong'zhi'xing'zheng'ming 终止性证明
'zhong'zhui 中缀
'zhong'zi'tian'chong'suan'fa 种子填充算法
'zhou'ce'tou'ying 轴测投影
'zhou'qi 周期
'zhou'qi'qie'qu 周期窃取
'zhou'qi'shi'jian 周期时间
'zhou'qi'xing'ding'yi 周期性定义
'zhou'qi'xing'zhong'duan 周期性中断
'zhou'qi'zhen 周期帧
'zhou'xiang'jin'gei 轴向进给
'zhuan'bian'wei'xing'zhuang 转变为形状
'zhuan'cha 转插
'zhuan'chu 转储
'zhuan'chu'qing'chu 转储清除
'zhuan'fa 转发
'zhuan'fa'dai'li 转发代理
'zhuan'fa'qi 转发器
'zhuang'pei'jian 装配件
'zhuang'pei'tu 装配图
'zhuang'ru 装入
'zhuang'ru'cheng'xu 装入程序
'zhuang'ru'li'cheng 装入例程
'zhuang'ru'mo'kuai 装入模块
'zhuang'ru'ying'she 装入映射
'zhuang'shi'mo'shi 装饰模式
'zhuang'tai 状态
'zhuang'tai'bao'zha 状态爆炸
'zhuang'tai'dui'lie 状态队列
'zhuang'tai'fang'cheng 状态方程
'zhuang'tai'guan'li'cheng'xu 状态管理程序
'zhuang'tai'ji 状态机
'zhuang'tai'jian'ce 状态检测
'zhuang'tai'jian'cha 状态检查
'zhuang'tai'kong'jian 状态空间
'zhuang'tai'kong'jian'biao'shi 状态空间表示
'zhuang'tai'kong'jian'sou'suo 状态空间搜索
'zhuang'tai'lan 状态栏
'zhuang'tai'tiao 状态条
'zhuang'tai'tu 状态图
'zhuang'tai'zhan 状态栈
'zhuang'tai'zhuan'yi'tu 状态转移图
'zhuang'tai'zi 状态字
'zhuang'xiang'wen'ti 装箱问题
'zhuang'zhi 装置
'zhuan'huan 转换
'zhuan'huan'cha'zhao 转换查找
'zhuan'huan'fang'fa 转换方法
'zhuan'huan'kuang'jia 转换框架
'zhuan'huan'qi 转换器
'zhuan'huan'qiao'jie'fang'shi 转换桥接方式
'zhuan'huan'wei'zhu'ji'ming 转换为主机名
'zhuan'jia'jing'yan 专家经验
'zhuan'jia'wen'ti'qiu'jie 专家问题求解
'zhuan'jia'xi'tong 专家系统
'zhuan'jia'xi'tong'gong'ju 专家系统工具
'zhuan'jia'xi'tong'wai'ke 专家系统外壳
'zhuan'jie'ban 转接板
'zhuan'jie'wang 转接网
'zhuan'jie'xian 转接线
'zhuan'jie'yan'chi 转接延迟
'zhuan'lu 转录
'zhuan'lun'mi'ma 转轮密码
'zhuan'ru'zhuan'chu 转入转出
'zhuan'shu'shi'yi 转述释意
'zhuan'su'chuan'gan'qi 转速传感器
'zhuan'su'ji 转速计
'zhuan'xian 专线
'zhuan'xiang'yu'ju 转向语句
'zhuan'xian'jie'ru 专线接入
'zhuan'xie'chao'xie 转写抄写
'zhuan'ye'ci'dian 专业词典
'zhuan'ye'ci'ku 专业词库
'zhuan'yi 转义
'zhuan'yi'li'shi'biao 转移历史表
'zhuan'yi'mu'biao'di'zhi 转移目标地址
'zhuan'yi'wang'luo'yu'fa 转移网络语法
'zhuan'yi'xu'lie 转义序列
'zhuan'yi'yan'chi'cao 转移延迟槽
'zhuan'yi'yu'ce 转移预测
'zhuan'yi'yu'ce'huan'chong'qi 转移预测缓冲器
'zhuan'yi'zhi'ling 转移指令
'zhuan'yi'zi'fu 转义字符
'zhuan'yong 专用
'zhuan'yong'an'quan'mo'shi 专用安全模式
'zhuan'yong'bao'hu 专用保护
'zhuan'yong'cheng'xu'ji 专用程序集
'zhuan'yong'ci 专用词
'zhuan'yong'di'zhi 专用地址
'zhuan'yong'jiao'huan'ji 专用交换机
'zhuan'yong'ji'cheng'dian'lu 专用集成电路
'zhuan'yong'ji'cun'qi 专用寄存器
'zhuan'yong'ji'suan'ji 专用计算机
'zhuan'yong'ping'mian 专用平面
'zhuan'yong'shu'ju'wang 专用数据网
'zhuan'yong'wen'jian 专用文件
'zhuan'yong'xian'lu 专用线路
'zhuan'yong'zi'dong'xiao'jiao'huan'ji 专用自动小交换机
'zhuan'zhi 转置
'zhuan'zhi'cao'zuo'yuan 专职操作员
'zhua'shou'gong'ju 抓手工具
'zhu'ban 主板
'zhu'bu'qiu'jing 逐步求精
'zhu'ce 注册
'zhu'ce'bao'hu 注册保护
'zhu'ce'guo'cheng 注册过程
'zhu'ce'ji'gou 注册机构
'zhu'ce'ma 注册码
'zhu'chi'ren 主持人
'zhu'ci'xing 逐次性
'zhu'cong'diao'du 主从调度
'zhu'cong'fu'zhi 主从复制
'zhu'cong'ji'suan'ji 主从计算机
'zhu'cong'shi'cao'zuo'xi'tong 主从式操作系统
'zhu'cun 主存
'zhu'cun'chu'qi 主存储器
'zhu'cun'chu'qi'fen'qu 主存储器分区
'zhu'cun'shu'ju'ku 主存数据库
'zhu'cun'xin'xi'zhuan'chu 主存信息转储
'zhu'cun'zhan 主存栈
'zhu'dao 主刀
'zhu'diao'du'cheng'xu 主调度程序
'zhu'dong'cha'xun 主动查询
'zhu'dong'da'xian'qie'ting 主动搭线窃听
'zhu'dong'dong'ci 主动动词
'zhu'dong'fang'yu 主动防御
'zhu'dong'gong'ji 主动攻击
'zhu'dong'jue'ce'zhi'chi'xi'tong 主动决策支持系统
'zhu'dong'lun 主动轮
'zhu'dong'shi'jue 主动视觉
'zhu'dong'shu'ju'ku 主动数据库
'zhu'dong'wei'xie 主动威胁
'zhu'dong'zhi'shi 主动知识
'zhu'duan 主段
'zhu'fen'ye'she'bei 主分页设备
'zhu'fu'ben 主副本
'zhu'gan'wang 主干网
'zhu'gan'zong'xian 主干总线
'zhu'hang 逐行
'zhu'hang'sao'miao 逐行扫描
'zhui'jia 追加
'zhui'jia'an'quan'bao'hu'cheng'xu 追加安全保护程序
'zhui'zong'cheng'xu 追踪程序
'zhu'ji 主机
'zhu'ji'ban 主机板
'zhu'ji'cao'zuo'xi'tong 主机操作系统
'zhu'ji'chuan'song'wen'jian 主机传送文件
'zhu'ji'mi'yao 主机密钥
'zhu'kong'tai 主控台
'zhu'ku 主库
'zhu'lie 伫列
'zhu'li'lei 主力类
'zhu'liu'lan'qi 主浏览器
'zhu'liu'xing'bing'du 驻留型病毒
'zhu'mian 柱面
'zhu'mian'fen'lei'fa 逐面分类法
'zhu'mian'zuo'biao 柱面坐标
'zhu'mian'zuo'biao'xing'ji'qi'ren 柱面坐标型机器人
'zhu'mi'yao 主密钥
'zhu'mu'lu 主目录
'zhun'dian'bo'dian'shi 准点播电视
'zhun'fen'lie'ju 准分裂句
'zhun'qian'zi'zhi'liang 准铅字质量
'zhun'que'xing 准确性
'zhun'xu 准许
'zhuo'lu'gong'ji 着陆攻击
'zhuo'mian 桌面
'zhuo'mian'cao'zuo'xi'tong 桌面操作系统
'zhuo'mian'chu'ban'xi'tong 桌面出版系统
'zhuo'mian'chu'li'qi 桌面处理器
'zhuo'mian'hua'wang 桌面华网
'zhuo'mian'hui'yi 桌面会议
'zhuo'mian'ji 桌面机
'zhuo'mian'jian'cha 桌面检查
'zhuo'mian'ji'suan'ji 桌面计算机
'zhuo'mian'wen'jian 桌面文件
'zhuo'mian'yin'qing 桌面引擎
'zhuo'mian'you'ling'mu'ma 桌面幽灵木马
'zhuo'se'pei'te'li'wang 着色佩特里网
'zhuo'se'shu 着色数
'zhuo'se'shu'mu'wen'ti 着色数目问题
'zhu'ren'wu 主任务
'zhu'sha 主杀
'zhu'shi 注释
'zhu'shi'gong'ju 注释工具
'zhu'shi'jian'pian 主时间片
'zhu'shi'zhong 主时钟
'zhu'shu'xing 主属性
'zhu'ti 主体
'zhu'ti'jian'huo'dong 主体间活动
'zhu'ti'ji'shu 主体技术
'zhu'ting'qi 助听器
'zhu'ti'tan'cha 主题探查
'zhu'ti'ti'xi'jie'gou 主体体系结构
'zhu'ti'tong'xin'yu'yan 主体通信语言
'zhu'ti'zu 主体组
'zhu'wen'jian 主文件
'zhu'xiao 注销
'zhu'ye 竹叶
'zhu'ye 主页
'zhu'ye'chi 主页池
'zhu'yi'fu'hao 助忆符号
'zhu'yi'li'ju'jiao 注意力聚焦
'zhu'yin'dao'ji'lu 主引导记录
'zhu'yu'kong'zhi'qi 主域控制器
'zhu'yu'yan 主语言
'zhu'zhan 主站
'zhu'zhou 主轴
'zhu'zhou'su'du'kong'zhi'dan'yuan 主轴速度控制单元
'zhu'zuo 著作
'zhu'zuo'gong'ju 著作工具
'zi'ban 子板
'zi'bian'liang 自变量
'zi'bing'xing'wei'bing'xing 字并行位并行
'zi'bing'xing'wei'chuan'hang 字并行位串行
'zi'bu 子步
'zi'cai'yang 子采样
'zi'ceng 子层
'zi'ce'shi 自测试
'zi'cha'jian'ban 子插件板
'zi'chan 资产
'zi'chang 字长
'zi'cha'xun 子查询
'zi'cheng'xu 子程序
'zi'cheng'xu'can'shu 子程序参数
'zi'cheng'xu'ku 子程序库
'zi'cheng'xu'zhi'zhen 子程序指针
'zi'chi 子池
'zi'chi'dui'lie 子池队列
'zi'chuan 子串
'zi'chuan'cao'zuo'yu'yan 字串操作语言
'zi'chuan'chuan 字串串
'zi'chuang'kou 子窗口
'zi'chuan'hang'wei'bing'xing 字串行位并行
'zi'chuan'hang'wei'chuan'hang 字串行位串行
'zi'chuan'pi'pei 子串匹配
'zi'chu'li 字处理
'zi'ci 字词
'zi'dai'bian'ma 子带编码
'zi'dan'yuan 子单元
'zi'dian'shi'gong'ji 字典式攻击
'zi'diao'du 自调度
'zi'diao'du'suan'fa 自调度算法
'zi'ding'biao 自定标
'zi'ding'xiang'xia 自顶向下
'zi'ding'xiang'xia'ce'shi 自顶向下测试
'zi'ding'xiang'xia'fang'fa 自顶向下方法
'zi'ding'xiang'xia'ju'fa'fen'xi 自顶向下句法分析
'zi'ding'xiang'xia'she'ji 自顶向下设计
'zi'ding'xiang'xia'tui'li 自顶向下推理
'zi'ding'yi'fang'fa 自定义方法
'zi'ding'yi'jie'mian 自定义界面
'zi'ding'yi'kong'jian 自定义控件
'zi'ding'yi'shu'xing 自定义属性
'zi'ding'yi'xiao'xi 自定义消息
'zi'ding'yi'yi'chang 自定义异常
'zi'di'xiang'shang 自底向上
'zi'di'xiang'shang'fang'fa 自底向上方法
'zi'di'xiang'shang'ju'fa'fen'xi 自底向上句法分析
'zi'di'xiang'shang'she'ji 自底向上设计
'zi'di'xiang'shang'tui'li 自底向上推理
'zi'dong'an'quan'jian'kong 自动安全监控
'zi'dong'biao'yin 自动标引
'zi'dong'bing'xing'hua 自动并行化
'zi'dong'bu'chang 自动补偿
'zi'dong'bu'ju 自动布局
'zi'dong'bu'xian 自动布线
'zi'dong'ce'shi 自动测试
'zi'dong'ce'shi'she'bei 自动测试设备
'zi'dong'ce'shi'sheng'cheng 自动测试生成
'zi'dong'ce'shi'sheng'cheng'qi 自动测试生成器
'zi'dong'ce'shi'shu'ju'sheng'cheng'qi 自动测试数据生成器
'zi'dong'ce'shi'yong'li'sheng'cheng'qi 自动测试用例生成器
'zi'dong'cheng'xu'she'ji 自动程序设计
'zi'dong'cheng'xu'zhong'duan 自动程序中断
'zi'dong'chi'cun'biao'zhu 自动尺寸标注
'zi'dong'chong'fa'qing'qiu 自动重发请求
'zi'dong'dao'hang'yi 自动导航仪
'zi'dong'dian'hua'fan'yi'xi'tong 自动电话翻译系统
'zi'dong'dui'bi'du 自动对比度
'zi'dong'fan'yi 自动翻译
'zi'dong'fa'xian 自动发现
'zi'dong'fa'xian'li'shi 自动发现历史
'zi'dong'fen'ci 自动分词
'zi'dong'fen'duan'he'kong'zhi 自动分段和控制
'zi'dong'fen'lei 自动分类
'zi'dong'fen'ye 自动分页
'zi'dong'gao'liang 自动高亮
'zi'dong'hua'an'quan'jian'kong 自动化安全监控
'zi'dong'hua'ce'shi 自动化测试
'zi'dong'hua'de'zhi'wen'shi'bie'xi'tong 自动化的指纹识别系统
'zi'dong'hua'gu'dao 自动化孤岛
'zi'dong'huan'die'ji 自动换碟机
'zi'dong'huan'hang 自动换行
'zi'dong'hua'xi'tong 自动化系统
'zi'dong'hui'tu 自动绘图
'zi'dong'ji 自动机
'zi'dong'jian'yan 自动检验
'zi'dong'jia'shi'yi 自动驾驶仪
'zi'dong'jin'gei 自动进给
'zi'dong'ji'yi 自动记忆
'zi'dong'kong'zhi 自动控制
'zi'dong'kong'zhi'mo'shi 自动控制模式
'zi'dong'luo'ji'tui'li 自动逻辑推理
'zi'dong'mi'yao'mi'ma 自动密钥密码
'zi'dong'mo'xing'huo'qu 自动模型获取
'zi'dong'qi'dong 自动启动
'zi'dong'qie'fen 自动切分
'zi'dong'ren'wu'hua 自动任务化
'zi'dong'shang'chuan 自动上传
'zi'dong'she'ji'gong'ju 自动设计工具
'zi'dong'shua'xin'pin'lv 自动刷新频率
'zi'dong'song'zhi'qi 自动送纸器
'zi'dong'sou'suo'fu'wu 自动搜索服务
'zi'dong'tian'xie 自动填写
'zi'dong'tong'bu'qi 自动同步器
'zi'dong'tui'li 自动推理
'zi'dong'wen'jian'fen'lei 自动文件分类
'zi'dong'wen'zhai 自动文摘
'zi'dong'yan'yi 自动演绎
'zi'dong'yan'zheng'gong'ju 自动验证工具
'zi'dong'yan'zheng'xi'tong 自动验证系统
'zi'dong'you'ji 自动邮寄
'zi'dong'yun'xing'qi'dong 自动运行启动
'zi'dong'yun'xing'ru'chong 自动运行蠕虫
'zi'dong'yun'xing'ting'zhi 自动运行停止
'zi'dong'zhuan'huan 自动转换
'zi'duan 子段
'zi'duan 字段
'zi'dui'lie 子队列
'zi'fan'chuan'di'bi'bao 自反传递闭包
'zi'fan'fang'wen'kong'zhi'lie'biao 自反访问控制列表
'zi'fang'fa 子方法
'zi'fen'pei 子分配
'zi'fen'pei'wen'jian 子分配文件
'zi'fu 字符
'zi'fu'bian'jie 字符边界
'zi'fu'bian'liang 字符变量
'zi'fu'chang'liang 字符常量
