'a'da'zhong'lang'xi'you'yu 阿大中郎喜有馀
'su'si'zu'zhi 素丝组之
'su'su'lian'hua'jie 肃肃莲花界
'su'su'qing'qun 簌簌轻裙
'su'su'qi'yu 肃肃其羽
'su'su'rui'zhu'xin'sui 粟粟蕊珠心碎
'su'su'tu'ju 肃肃兔罝
'su'su'xiang'ren'de'jian'song'zi'xi'zi'xi 素素相认得见宋子兮子兮
'su'su'xiao'zheng 肃肃宵征
'su'su'yi'jin'la'zao'hua 簌簌衣巾落枣花
'su'su'yi'jin'la'zao'hua 蔌蔌衣巾落枣花
'su'tai'lan'gu 苏台览古
'su'tai'yan'qin 苏台燕寝
'su'wan 苏绾
'su'wang'chang'ling'yin'ju 宿王昌龄隐居
'su'wei'dao 苏味道
'su'wu 苏武
'su'wu'hun'xiao'han'shi'qian 苏武魂销汉使前
'su'wu'miao 苏武庙
'su'wu'shan'xia 宿巫山下
'su'wu'song'shan'xia'xun'ao'jia 宿五松山下荀媪家
'su'wu'zhuan 苏武传
'su'xian'sheng'duan 素弦声断
'su'xiao'men'qian'chang'duan'tiao 苏小门前长短条
'su'xi'bing'liang'gong 宿昔秉良弓
'su'xi'meng'jian'zhi 宿昔梦见之
'su'xing'ye'mei 夙兴夜寐
'su'xi'ting'shang'cao'man'man 苏溪亭上草漫漫
'su'xi'xin'shi'man'xi'chuan 宿昔新诗满系船
'su'ye'ji'ming'you'mi 夙夜基命宥密
'su'ye'zai'gong 夙夜在公
'su'yi'jian 苏易简
'su'yi'mo'qi'feng'chen'tan 素衣莫起风尘叹
'su'ying'ti 宿莺啼
'su'yi'zhu'xiu 素衣朱绣
'su'you'cong'zhi 溯游从之
'su'yu 苏郁
'su'yu 苏寓
'su'yuan'ming 苏源明
'su'yu'chi'tang 酥雨池塘
'su'yue'dang'wu 素月当午
'su'yue'fen'hui 素月分辉
'su'yu'lan'gan 宿雨阑干
'su'yun 苏芸
'su'yu'ni'lv 宿于逆旅
'su'yun'ning'dan'yue'chan'juan 素云凝澹月婵娟
'su'yun'wei 宿云微
'su'yu'xi'kong'tai'xie'ying 宿雨洗空台榭莹
'su'yu'xing'chi 宿雨醒迟
'su'zao'min'xiong 夙遭闵凶
'su'zheng 苏拯
'su'zhong'qing'jin 诉衷情近
'su'zi'qiao'ran 苏子愀然
'ta'bian'qing'qiu'lu 踏遍清秋路
'ta'bian'qing'shan'ren'wei'lao 踏遍青山人未老
'ta'chun'you 踏春游
'ta'dei'qu'chi'wo'de'xian 他得驱驰我得闲
'ta'ge'ci 踏歌词
'tai'bai'yu'wo'yu 太白与我语
'tai'bei'xu'man'yin 台杯须满引
'tai'bo'di'ba 泰伯第八
'tai'cang'ri'fu'zhong'bang'zui 太仓日富中邦最
'tai'cheng'lu 台城路
'tai'cheng'you 台城游
'tai'cheng'you'ye 台城游冶
'tai'chu'you'wu 泰初有无
'tai'cong'cong 太匆匆
'tai'cu'sheng 太粗生
'tai'dian'zhu'feng'qing 台殿竹风清
'tai'ding'xu'xian'jiu 台鼎须贤久
'tai'er'bu'jiao 泰而不骄
'tai'feng'hen'shi 苔封很石
'tai'fen'mian 抬粉面
'tai'hang'wang'wu'he'you'dong 太行王屋何由动
'tai'he'wan'wu 太和万物
'tai'hu'shui 太湖水
'tai'hu'xi'pan'sui'yun'qu 太湖西畔随云去
'tai'kong'jiang'zi'liu 台空江自流
'tai'li'zi'cuo 薹笠缁撮
'tai'nong'yi'yuan'shu'ju'zhen 态浓意远淑且真
'tai'ping'ling 太平令
'tai'ping'shi 太平时
'tai'ping'shi'jie 太平世界
'tai'qin'shi'jing 苔侵石井
'tai'se'lian'shen'zhu 苔色连深竹
'tai'shang'bu'ru'xian 太上不辱先
'tai'shang'wei'liang'chu'guo'yu 台上微凉初过雨
'tai'shan'ya'ding'bu'wan'yao 泰山压顶不弯腰
'tai'shan'yi'zhi'qing'hong'mao 泰山一掷轻鸿毛
'tai'shan'zhi'xia 泰山之下
'tai'shen'bu'neng'sao 苔深不能扫
'tai'tou'yi'shi'mei'hua'ling 抬头疑是梅花领
'tai'tou'you'shi'si'liang'zhe 抬头又是思量著
'tai'wang'yan 抬望眼
'tai'wei'fu'ren 太尉夫人
'tai'wei'xiao'qie'ru 太尉笑且入
'tai'xie'deng'lin'chu 台榭登临处
'tai'xie'hao 台榭好
'tai'xi'jing'chang'ye 太息经长夜
'tai'yang'chu 太阳出
'tai'ye'bo'fan 太液波翻
'tai'ye'fu'rong'wei'yang'liu 太液芙蓉未央柳
'tai'yi'jin'tian'du 太乙近天都
'tai'yi'zhen'jun 太乙真君
'tai'zai'zhi'wo'hu 太宰知我乎
'tai'zhen'han'xiao'ru'lian'lai 太真含笑入帘来
'tai'zhi'zhui'yu 苔枝缀玉
'tai'zhou'de'kuo'hai'ming'ming 台州地阔海冥冥
'ta'jin'shu'tong'ying 踏尽疏桐影
'ta'men'de'tuo'yan'bi'jing'you'xian 他们的拖延毕竟有限
'tan'ban'xin'sheng 檀板新声
'tan'chun'ling 探春令
'tan'chun'man 探春慢
'tan'ci'sheng 叹此生
'tan'dang'jun'zi 坦荡君子
'tan'dao'ci 弹到此
'tan'dao'duan'chang'shi 弹到断肠时
'tan'dao'li'chou'qi'yan'chu 弹到离愁凄咽处
'tan'fang'cao'qi'qi'qian'li 叹芳草萋萋千里
'tan'fang'ping 谭方平
'tan'fang'xin 探芳新
'tan'fang'xin 探芳信
'tan'feng'jie'shen'fou 叹凤嗟身否
'tang'bei 唐备
'tang'bing'yi'zhai'yu 汤饼一斋盂
'tang'bing'yuan'jia'huan'dei'lai 汤饼冤家唤得来
'tang'di'zhi'hua 唐棣之华
'tang'dong'tan'fu'er 堂东坦腹儿
'tang'fu 唐扶
'tang'geng 唐庚
'tang'hui 汤恢
'tang'hui'xiu 汤惠休
'tang'jiao'cheng'zheng 棠郊成政
'tang'lin 唐廪
'tang'li'ye'luo'yan'zhi'se 棠梨叶落胭脂色
'tang'men'gao'shou'zai'yi'shi 唐门高手在异世
'tang'mu'yan'jiang'wan'qing 汤沐烟江万顷
'tang'pan'kong'ding'you'shu'zuo 汤盘孔鼎有述作
'tang'qian'shuang'yan'guo'shei'jia 堂前双燕过谁家
'tang'qian'yue'se'yu'qing'hao 堂前月色愈清好
'tang'ren'le'shu'yun 唐人乐书云
'tang'shang'qi'a'mu 堂上启阿母
'tang'shang'si'ku'shu 堂上四库书
'tang'shui'bi 塘水碧
'tang'si'tui 汤思退
'tang'tang'da'zhang'fu 堂堂大丈夫
'tang'tang'hu'zhang'ye 堂堂乎张也
'tang'tang'jian'qi 堂堂剑气
'tang'tang'ru'chun 堂堂如春
'tang'tu'tuo'ta'chen 搪突鼍獭瞋
'tan'gu'jin'de'shi 叹古今得失
'tang'wen'lu 汤文璐
'tang'wen'ru 唐温如
'tang'wu'dai 唐五代
'tang'xia'qu'zhao 堂下曲沼
'tang'xia'shui'fu'xin'lv 堂下水浮新绿
'tang'xin'feng'bao'zhi'jia'hao'yue'yuan 溏心风暴之家好月圆
'tang'xiu'cai 倘秀才
'tang'xuan 唐暄
'tang'xuan'zong 唐玄宗
'tang'yao'chen 唐尧臣
'tang'yi 唐怡
'tang'you'tian'xia 汤有天下
'tang'yue 汤悦
'tang'zhi'wen'ji'ye'shi'yi 汤之问棘也是已
'tang'zong'song'zu 唐宗宋祖
'tan'huan'yu'chang'shao 叹欢娱常少
'tan'hua'shi'hou'bu'ceng'xian 探花时候不曾闲
'ta'nian'hao'xie'chao'tian'qu 他年好携朝天去
'ta'nian'jin'li'jing'ci'miao 他年锦里经祠庙
'ta'nian'mi'de'feng'hou'yin 他年觅得封侯印
'ta'nian'qing'zhao 他年清照
'ta'nian'shi 他年事
'tan'jia 谭稼
'tan'jiang'shan'ru'gu 叹江山如故
'tan'jian'zuo'ge'zou'ku'sheng 弹剑作歌奏苦声
'tan'jin'wu 叹今吾
'tan'jin'ying'zhi'jin'chong'yang 探金英知近重阳
'tan'ji'yu'lu'yao 叹寄与路遥
'tan'kan'hai'chan'kuang'xi 贪看海蟾狂戏
'tan'kan'yun'qi'wu'qing'luan 贪看云气舞青鸾
'tan'kong'shui'leng 潭空水冷
'tan'kong'shuo'you'ye'bu'mian 谈空说有夜不眠
'tan'lang'gu'xiang'nao 檀郎故相恼
'tan'lang'wei'zhai'yue'bian'zhi 檀郎未摘月边枝
'tan'lang'xing'you 檀郎幸有
'tan'lei'chang'xin'ci 弹泪唱新词
'tan'liu'nian'you'cheng'xu'du'du 叹流年又成虚度妒
'tan'mei'shi'jie 探梅时节
'tan'meng'hao 贪梦好
'tan'men'wai'lou'tou 叹门外楼头
'tan'nan'ou 叹难偶
'tan'nian'hua'yi'shun 叹年华一瞬
'tan'nian'lai 叹年来
'tan'nian'lai'zong'ji 叹年来踪迹
'tan'po'cai'sang'zi 摊破采桑子
'tan'po'huan'xi'sha 摊破浣溪沙
'tan'qiao 谭峭
'tan'qin 弹琴
'tan'qin'bu'cheng'qu 弹琴不成曲
'tan'qin'cai'yan'fang'ru'shi 弹琴蔡琰方入室
'tan'qin'fu'chang'xiao 弹琴复长啸
'tan'qin'gao'tang'shang 弹琴高堂上
'tan'qing'ni'shui'qian 潭清疑水浅
'tan'qin'jiang'pu'ye'lou'shui 弹琴江浦夜漏水
'tan'qin'shi'shi'zhong 弹琴石室中
'tan'qin'yi'chang'xiao 弹琴一长啸
'tan'ren'jian 叹人间
'tan'ru'ai'zheng'zhu 弹入哀筝柱
'tan'ru'yu'zhi'ji 叹汝于知己
'tan'shen'xue'san 檀深雪散
'tan'shu'ao'bai'cheng 摊书傲百城
'tan'shu'yong'bai'cheng 摊书拥百城
'tan'si'wei'bian 弹丝未遍
'tan'tian'zhi'gong'wei'ji'you 贪天之功为己有
'tan'ting'yi'ya'guo'zui'mian 贪听咿哑聒醉眠
'tan'tun'er'shui 潭吞二水
'tan'xiang'hua'jian'zui'yu'zhi 贪向花间醉玉卮
'tan'xiao 谈笑
'tan'xiao'ao 贪啸傲
'tan'xiao'ba'ma'shui'xi'tou 谈笑跋马水西头
'tan'xiao'guo'can'nian 谈笑过残年
'tan'xiao'jian 谈笑间
'tan'xiao'jing'hu'sha 谈笑净胡沙
'tan'xiao'ji'yao'yin'zui'lv 谈笑急邀吟醉侣
'tan'xiao'kai'ge'hai 谈笑凯歌还
'tan'xiao'qing'you'mu 谈笑青油幕
'tan'xiao'sao'hu'chen 谈笑扫胡尘
'tan'xiao'wu'hai'ji 谈笑无还期
'tan'xi'chang'nei're 叹息肠内热
'tan'xing'liang'shuang'yan'ru'ke 叹杏梁双燕如客
'tan'xing'se 贪行色
'tan'xi'wei'ying'xian 叹息未应闲
'tan'xi'wu'yan'kai'bing'mu 叹息无言揩病目
'tan'yan'fei'rong'rong 潭烟飞溶溶
'tan'yi'fu 叹夷甫
'tan'yi'ge 谭意哥
'tan'ying'kong'ren'xin 潭影空人心
'tan'ying'yi'shan 檀樱倚扇
'tan'yong'zhi 谭用之
'tan'yu'cai'huo 贪于财货
'tan'yu'tian'yu'hua 谈余天雨花
'tan'zhe'nan'zhi'kai'bian'mo 探著南枝开遍末
'tan'zheng'fen'yi'xiang 弹筝奋逸响
'tan'zhi'hong'yan'lao 弹指红颜老
'tan'zhi'san'sheng'duan'hou'yuan 弹指三生断后缘
'tan'zhi'wei'zhong'qian'jie'le 弹指未终千偈了
'tan'zhi'yi'hui'jian 弹指一挥间
'tan'zuo'ke'duo'shao'feng'liu'ming'sheng 叹坐客多少风流名胜
'tao'bao'shuang'yi 桃报双揖
'tao'han 陶翰
'tao'hong'fu'han'su'yu 桃红复含宿雨
'tao'hua'ai'wu'di 桃花爱无敌
'tao'hua'an'xia'tao'hua'xian 桃花庵下桃花仙
'tao'hua'fei'lv'shui 桃花飞绿水
'tao'hua'jing'jin'cai'hua'kai 桃花净尽菜花开
'tao'hua'jin'ri'sui'liu'shui 桃花尽日随流水
'tao'hua'kai'bu'kai 桃花开不开
'tao'hua'la 桃花落
'tao'hua'lang'nuan 桃花浪暖
'tao'hua'li'luan'li'hua'xiang 桃花历乱李花香
'tao'hua'ling'luo 桃花零落
'tao'hua'liu'shui'gui'yu'fei 桃花流水鳜鱼肥
'tao'hua'liu'shui'yao'ran'qu 桃花流水窅然去
'tao'hua'luan'la'ru'hong'yu 桃花乱落如红雨
'tao'hua'luo'jin'zhao'wu'suo 桃花落尽着无所
'tao'hua'ma'shang'shi'liu'qun 桃花马上石榴裙
'tao'hua'nuan'ri'rong'rong'xiao 桃花暖日茸茸笑
'tao'hua'qian'shen'chu 桃花浅深处
'tao'hua'ren'mian'ge'xiang'hong 桃花人面各相红
'tao'hua'shui 桃花水
'tao'hua'wu'li'tao'hua'an 桃花坞里桃花庵
'tao'hua'xi 桃花溪
'tao'hua'xian'ren'zhong'tao'shu 桃花仙人种桃树
'tao'hua'xi'zhu'yang'hua'luo 桃花细逐杨花落
'tao'hua'yi'cu'kai'wu'zhu 桃花一簇开无主
'tao'hua'ying'shi'wo'xin'chang 桃花应是我心肠
'tao'hua'yuan'li'ke'geng'tian 桃花源里可耕田
'tao'hua'yuan'li'ren'jia 桃花源里人家
'tao'jin'men'qian'tu 陶尽门前土
'tao'li'bian'tian'xia 桃李遍天下
'tao'li'bu'jin'feng 桃李不禁风
'tao'li'chun'feng'yi'bei'jiu 桃李春风一杯酒
'tao'li'dei'ri'kai 桃李得日开
'tao'li'fang'fei 桃李芳菲
'tao'li'jie'zai'pei 桃李藉栽培
'tao'li'luo'tang'qian 桃李罗堂前
'tao'li'man'shan'nai'su'he 桃李漫山奈俗何
'tao'li'man'shan'zong'cu'su 桃李满山总粗俗
'tao'ling'bu'zhi'he'chu'qu 陶令不知何处去
'tao'ling'li'bian'se 陶令篱边色
'tao'ling'qing'hui'gu 陶令轻回顾
'tao'li'wu'yan 桃李无言
'tao'li'wu'yan'yi'dui'chun 桃李无言一队春
'tao'li'wu'yan'you'he'zai 桃李无言又何在
'tao'li'yin'yin'liu'xu'fei 桃李阴阴柳絮飞
'tao'li'yi'yi'chun'an'du 桃李依依春暗度
'tao'ran'gong'wang'ji 陶然共忘机
'tao'ran'gong'zui'ju'hua'bei 陶然共醉菊花杯
'tao'sheng'can'ye 涛生残夜
'tao'shi'lian'shan'pen'xue'lai 涛似连山喷雪来
'tao'shu'guang'han'gong'si'shui 逃暑广寒宫似水
'tao'sui'shen'nv 涛随神女
'tao'tao'bu'gui 慆慆不归
'tao'tao'jin'zui'tai'ping 陶陶尽醉太平
'tao'tao'wu'wu 陶陶兀兀
'tao'xie'zhong'nian'xu'ge'li 陶写中年须个里
'tao'xi'jin 桃溪近
'tao'xi'shi 桃溪士
'tao'ye'bu'yan'ren'bu'yu 桃叶不言人不语
'tao'ye'du 桃叶渡
'tao'ye'shan'qian'lu 桃叶山前鹭
'tao'ye'zun'qian'lun'bie'ye 桃叶尊前论别夜
'tao'yong 陶雍
'tao'yuan'gui'lu 桃源归路
'tao'yuan'wang'duan'wu'xun'chu 桃源望断无寻处
'tao'yuan'yi'gu'ren 桃园忆故人
'tao'yuan'yi'gu'ren 桃源忆故人
'tao'zhi'yao'yao 桃之夭夭
'ta'po'he'lan'shan'que 踏破贺兰山缺
'ta'qing'er'san'yue 踏青二三月
'ta'qing'xian'bu'jiang'gan 踏青闲步江干
'ta'qing'you 踏青游
'ta'ren'yi'yi'ge 他人亦已歌
'ta'ren'zhi'xian'zhe 他人之贤者
'ta'ri'ru'he'ju'shi'ren 他日如何举似人
'ta'ri'shen'meng 他日深盟
'ta'ri'xiang'feng'wei'jun'xia 他日相逢为君下
'ta'ri'xiang'feng'xia'che'yi 他日相逢下车揖
'ta'ri'zai'xiang'feng 他日再相逢
'ta'san'fang'ying'la'jiu'zhi 蹋散芳英落酒卮
'ta'sha'mei'ren 踏莎美人
'ta'shang'ting'qian'yi'xiang'xiang 榻上庭前屹相向
'ta'shan'zhi'shi 它山之石
'ta'shan'zong'bu'ru 他山总不如
'ta'sheng'wei'bu'ci'sheng'xiu 他生未卜此生休
'ta'sheng'yuan'hui'geng'nan'qi 他生缘会更难期
'ta'she'zhong'mu'dan'jue'pin'ye 它舍中牡丹绝品也
'ta'shi'ren'wu'jun'xu'ji 他时人物君须记
'ta'shi'ru'yong'chu 塔势如涌出
'ta'sui'jiu'guang'xia 踏碎九光霞
'ta'wei'san'wu'li 他为三五粒
'ta'xiang'fu'hang'yi 他乡复行役
'ta'xiang'ge'yi'xian 他乡各异县
'ta'xiang'han'shi'yuan'kan'bei 他乡寒食远堪悲
'ta'xiang'sheng'bai'fa 他乡生白发
'ta'xiang'sheng'gu'xiang 他乡胜故乡
'ta'xi'ta'xiang'song'ke'bei 他席他乡送客杯
'ta'xue'chai'wu'ku 踏雪差无苦
'ta'xue'mei'xin'qing 踏雪没心情
'ta'you'shen'qing'yun'lu 他有甚青云路
'ta'yue 踏月
'ta'yue'gui'lai'ren'yi'jing 踏月归来人已静
'ta'yun'hang 踏云行
'ta'zai'cong'zhong'xiao 她在丛中笑
'ta'zhi'jian 踏枝间
'ta'zhi'shi'si'gu'xiang 他只是思故乡
'te'di'dian'zheng'yi 特地点征衣
'te'di'feng'guang'ying'qi'mo 特地风光盈绮陌
'te'di'mu'yun'kai 特地暮云开
'tei'sha'xiao'shu 忒煞萧疏
'tei'sha'xie'er 忒煞些儿
'teng'bai 滕白
'teng'chuang'zhi'zhang'chao'mian'qi 藤床纸帐朝眠起
'teng'hua'hua'nai'he 疼花花奈何
'teng'mai 滕迈
'teng'ni 滕倪
'teng'she'cheng'wu 腾蛇乘雾
'teng'teng'zui'meng'sui'feng'xu 腾腾醉梦随风絮
'teng'wang'gao'ge'lin'jiang'zhu 滕王高阁临江渚
'teng'wang'ge'xu 滕王阁序
'teng'wen'gong'shang 滕文公上
'teng'wen'gong'xia 滕文公下
'teng'xiang'lei'luo'san'wan'pi 腾骧磊落三万匹
'teng'zi'jing'zhe'shou'ba'ling 滕子京谪守巴陵
'te'wei'you'ren'hao 特为幽人好
'te'wei'you'shen 特为尤甚
'tian'an'dan 天黯淡
'tian'bei'yan'zhong'chen 天杯宴重臣
'tian'bian'jin'zhang'lou'cheng'shuang 天边金掌露成霜
'tian'bian'shen'shi 天边身世
'tian'bian'shu're'ji 天边树若荠
'tian'bian'zi'yu'ren'xiang'chen 天边自与人相趁
'tian'bing'nu'qi'chong'xiao'han 天兵怒气冲霄汉
'tian'bing'zhao'xue'xia'yu'guan 天兵照雪下玉关
'tian'bi'run 天笔润
'tian'bu'ke'ce 天不可测
'tian'bu'lao 天不老
'tian'can'can 天惨惨
'tian'cang'cang 天苍苍
'tian'chang'bu'jin'tiao'tiao'lu 天长不禁迢迢路
'tian'chang'de'kuo'ling'tou'fen 天长地阔岭头分
'tian'chang'de'yuan'hun'fei'ku 天长地远魂飞苦
'tian'chang'di'jiu 天长地久
'tian'chang'di'jiu'cheng'ai'chen 天长地久成埃尘
'tian'chang'di'jiu'you'shi'jin 天长地久有时尽
'tian'chang'lou'yong 天长漏永
'tian'chang'lu'yuan'hun'fei'ku 天长路远魂飞苦
'tian'chang'shui'kuo'yan'yuan'she 天长水阔厌远涉
'tian'chang'yu'di'jiu 天长与地久
'tian'cheng 田澄
'tian'chuan'yun'yi'xie'qiu'guang 天穿云意写秋光
'tian'chui'wu'chu 天垂吴楚
'tian'dan'wei'shang 恬淡为上
'tian'dan'yi'lian'qiu 天淡一帘秋
'tian'dan'yun'xian'jin'gu'tong 天淡云闲今古同
'tian'dan'yun'xian'qing'zhou'yong 天淡云闲晴昼永
'tian'dao'miao'you'you 天道邈悠悠
'tian'dao'wu'zhi 天道无知
'tian'de'huang'li'si'wu'sheng 添得黄鹂四五声
'tian'de'liang'xiang'si 添得两相思
'tian'de'qing'huai'zhuan'xiao'suo 添得情怀转萧索
'tian'de'yi'yi'qing 天得一以清
'tian'di'ben'wu'xin 天地本无心
'tian'di'bu'ren 天地不仁
'tian'di'du'fang'yuan 天地睹方圆
'tian'di'he 天地合
'tian'di'ji'ai'jiu 天地既爱酒
'tian'di'jian'di'yi'ren'pin 天地间第一人品
'tian'di'jie'de'yi 天地皆得一
'tian'di'jie'zhen'dong 天地皆振动
'tian'di'shang'bu'neng'jiu 天地尚不能久
'tian'di'wei'zhi'jiu'di'ang 天地为之久低昂
'tian'di'wu'si'yu'wan'jia 天地无私玉万家
'tian'di'wu'zhong'ji 天地无终极
'tian'di'xiang'he 天地相合
'tian'di'xi'jie'gui 天地悉皆归
'tian'di'yi'fei'hong 天地一飞鸿
'tian'di'ying'xiong'qi 天地英雄气
'tian'di'yi'ni'lv 天地一逆旅
'tian'di'yi'sha'ou 天地一沙鸥
'tian'di'yi'zhi'ye 天地一指也
'tian'di'yu'wo'bing'sheng 天地与我并生
'tian'di'zhi'guang'da 天地至广大
'tian'di'zhi'jian'ye 天地之鉴也
'tian'di'zhi'you 天地之友
'tian'di'zhong'jian 天地中间
'tian'di'zhong'wu'qing 天地终无情
'tian'di'zhuan 天地转
'tian'di'zhuang'sheng'ma 天地庄生马
'tian'dong'xiang'jian'shuo'tian'xi 天东相见说天西
'tian'e 田娥
'tian'er'sheng'ye 天而生也
'tian'fan'di'fu'kai'er'kang 天翻地覆慨而慷
'tian'fan'di'fu'san'sheng'jie 天翻地覆三生劫
'tian'feng'chui'shang'huang'jin'que 天风吹上黄金阙
'tian'feng'yao'ye'liu'zhu'yi 天风摇曳六铢衣
'tian'fu'he'chu'li 田夫荷锄立
'tian'fu'he'chu'zhi 田夫荷锄至
'tian'gao'yun'dan 天高云淡
'tian'ge'ying'you 天阁英游
'tian'gong'qi'qiao 天工奇巧
'tian'gong'ren'dai 天工人代
'tian'gong'shui'xi'si 天宫水西寺
'tian'gong'yu'qing'xin 天工与清新
'tian'gou'he 填沟壑
'tian'guang'xiang'jie 天光相接
'tian'guang'yun'ying'gong'pai'huai 天光云影共徘徊
'tian'hai'zhi'dao 天还知道
'tian'han'bai'wu'pin 天寒白屋贫
'tian'han'bu'du 天寒不渡
'tian'han'cui'xiu'bao 天寒翠袖薄
'tian'han'hui'xi'liu 天汉回西流
'tian'han'li 添寒力
'tian'han'lu'yuan'chou'pu'fu 天寒路远愁仆夫
'tian'han'meng'ze'shen 天寒梦泽深
'tian'han'shi'lai'zun'pan'xie 天汉似来尊畔泻
'tian'han'yuan'shan'jing 天寒远山净
'tian'he'gua'lv'shui 天河挂绿水
'tian'he'jiang'zhi 天和将至
'tian'heng'wu'bai'ren'an'zai 田横五百人安在
'tian'he'yan'zai 天何言哉
'tian'he'ye'zhuai'piao'hui'xing 天河夜转漂回星
'tian'hua'fa 添华发
'tian'hua'luo 天花落
'tian'huang'de'bian'xin'sui'zhe 天荒地变心虽折
'tian'hui'bei'dou'gua'xi'lou 天回北斗挂西楼
'tian'jia'ji'ri'xian 田家几日闲
'tian'jiang'chou'wei'niang'duo'qing 天将愁味酿多情
'tian'jiang'gu'ye'shi 田疆古冶氏
'tian'jiang'he'fu'yu'e'mei 天将何福予蛾眉
'tian'jiang'jiang'da'ren'yu'si'ren'ye 天将降大任于斯人也
'tian'jiang'la'zuo'mei'hua 天将蜡做梅花
'tian'jiang'li'hen'nao'shu'kuang 天将离恨恼疏狂
'tian'jiang'qi'lin'rui 天降麒麟瑞
'tian'jian'yuan 天渐远
'tian'jiao'duo'shi 天教多事
'tian'jiao'fen'fu'yu'shu'kuang 天教分付与疏狂
'tian'jiao'fu'yu 天教付与
'tian'jiao'gong'yin'tao'cui'bi 天教共银涛翠壁
'tian'jiao'kan'jin 天教看尽
'tian'jiao'qiao'cui'shou'fang'zi 天教憔悴瘦芳姿
'tian'jiao'xin'yuan'yu'shen'wei 天教心愿与身违
'tian'jiao'yue'dao'hu'xin'zhu 天教月到湖心住
'tian'jiao'yu'lu 天教雨露
'tian'jiao'zhang'shao'nian 天教长少年
'tian'jiao'zhong'dao 天教重到
'tian'jia'qiu'zuo'ku 田家秋作苦
'tian'jia'shen'bing'zhuan'qi'xiong 天假神柄专其雄
'tian'jia'yuan'ri 田家元日
'tian'jia'zhan'qi'hou 田家占气候
'tian'ji'ci'li 天机此理
'tian'jie'chong'yun 天接重云
'tian'jie'qi'xiang'zhuan 天街七襄转
'tian'jie'ye'se'liang'ru'shui 天阶夜色凉如水
'tian'jie'yun'tao'lian'xiao'wu 天接云涛连晓雾
'tian'jing'shui'ming'xia 天净水明霞
'tian'jing'wu'feng'sheng'geng'gan 天静无风声更干
'tian'jing'ye'ming 天镜夜明
'tian'jin'qiao'shang'wu'ren'shi 天津桥上无人识
'tian'jiong'yun'chui'cao 天迥云垂草
'tian'ji'shi'gui'zhou 天际识归舟
'tian'jiu'hui'deng'chong'kai'yan 添酒回灯重开宴
'tian'ji'yan 天际雁
'tian'ji'yi'lao 天机亦老
'tian'jun'zhi'xi 田畯至喜
'tian'kong'yuan 天空远
'tian'kou'chun'zhi'jie 田口淳之介
'tian'lao'da 添老大
'tian'lian'shuai'cao 天连衰草
'tian'lian'wu'ling'yin'chu'la 天连五岭银锄落
'tian'long'zuo'qi'wan'ling'cong 天龙作骑万灵从
'tian'lu'an'ke'qiong 天路安可穷
'tian'lu'ge'wu'qi 天路隔无期
'tian'lu'yong'zhong 天禄永终
'tian'lu'you'xian'nan'zhui'pan 天路幽险难追攀
'tian'ma'feng'huang'chun'shu'li 天马凤凰春树里
'tian'ma'ge 天马歌
'tian'men'kai'he 天门开阖
'tian'men'yi'chang'xiao 天门一长啸
'tian'ming'deng'qian'tu 天明登前途
'tian'ming'du'qu'wu'dao'lu 天明独去无道路
'tian'ming'mi'chang 天命靡常
'tian'mo'dan'wei'xia 天末淡微霞
'tian'mo'huai'li'bai 天末怀李白
'tian'mu'bu'ji'li 田亩不及犁
'tian'mu'lian'tian'xiang'tian'heng 天姥连天向天横
'tian'mu'qing'he'kan'yan'ju 天幕清和堪宴聚
'tian'nan'di'bei'shuang'fei'ke 天南地北双飞客
'tian'nan'you'ke 天南游客
'tian'nv'duo'qing 天女多情
'tian'pan'du'shan'ran 天畔独潸然
'tian'ping'shan'shang'bai'yun'quan 天平山上白云泉
'tian'qian'bian'tong'tu 天堑变通途
'tian'qiao'wu'yi 天巧无意
'tian'qi'bu'he 天气不和
'tian'qi'cai'qing'you'yu 天气才晴又雨
'tian'qi'chu'su 天气初肃
'tian'qing'feng'yu'wen 天清风雨闻
'tian'qing'jiang'yue'bai 天清江月白
'tian'qing'shi'xi 天晴似洗
'tian'qi'run'luo'yi 天气润罗衣
'tian'qi'su'qing 天气肃清
'tian'qiu'yue'you'man 天秋月又满
'tian'qi'wan'lai'qiu 天气晚来秋
'tian'qi'yi'ru'ci 天岂意如此
'tian'qi'yu'chong'yang 天气欲重阳
'tian'qi'zheng'xun'han 天气正醺酣
'tian'que'xi'nan'jiang'mian'qing 天缺西南江面清
'tian'ran'gu'zhi 填然鼓之
'tian'ran'nen'lian'xiu'e 天然嫩脸修蛾
'tian'ran'shu'sheng 天然殊胜
'tian'ran'ying'ji'xiu'gu 天然莹肌秀骨
'tian'ren'qing'qie'an 天人清且安
'tian'rong'hai'se'ben'cheng'qing 天容海色本澄清
'tian'rong'shui'se'xi'hu'hao 天容水色西湖好
'tian'ruo'bu'ai'jiu 天若不爱酒
'tian'ruo'you'qing'tian'yi'lao 天若有情天亦老
'tian'se'bu'chou'ru 天色不愁入
'tian'se'han'he'qie'shui 天色寒呵且睡
'tian'shang'bai'yu'jing 天上白玉京
'tian'shang'bi'tao'he'lou'chong 天上碧桃和露种
